Ano de lancamento,Classificacao,Genero,Nome,Plataforma
2012.0,99,8,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,10
2006.0,2,3,Guild Wars: Nightfall,14
2009.0,3,0,The BIGS 2,4
2009.0,3,8,Ghostbusters: The Video Game,0
2011.0,2,2,Driver: San Francisco,14
2013.0,1,8,Metro: Last Light,14
2010.0,99,8,Tamagotchi no Pichi Pichi Omisecchi,3
1999.0,99,0,Gallop Racer,12
2014.0,3,10,How to Train Your Dragon 2,4
2014.0,3,9,Digimon All-Star Rumble,4
2015.0,99,11,Civilization Beyond Earth: Rising Tide,14
1999.0,99,9,Fatal Fury: Wild Ambition,12
2015.0,99,10,Minecraft: Story Mode,5
2002.0,0,0,NCAA Football 2003,6
2001.0,99,0,High Heat Baseball 2002,12
2006.0,3,3,Astonishia Story,16
2002.0,0,1,Spyro: Enter the Dragonfly,19
2007.0,1,8,Beowulf: The Game,5
2001.0,0,8,X-Men: Reign of Apocalypse,8
2009.0,2,7,Majesty 2: The Fantasy Kingdom Sim,14
2002.0,99,9,The King of Fighters 2000,6
2016.0,99,11,SD Gundam G Generation Genesis,22
2008.0,99,0,Summer Athletics: The Ultimate Challenge (Others sales),0
2002.0,0,0,NFL Blitz 20-02,19
2002.0,2,6,Conflict: Desert Storm,6
1998.0,99,4,Bomberman World,12
2002.0,0,1,Taz Wanted,19
2012.0,3,0,NHL 13,4
2006.0,99,5,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,3
2016.0,2,10,The Book of Unwritten Tales 2,18
2011.0,0,0,Brunswick Pro Bowling,10
2013.0,3,10,LEGO Legends of Chima: Laval's Journey,22
2009.0,3,8,Mini Ninjas,0
2013.0,0,11,Angry Birds Star Wars,0
2011.0,3,8,Rango: The Video Game,4
2007.0,1,10,CSI: 3 Dimensions of Murder,6
2008.0,3,8,Kung Fu Panda,5
1999.0,99,0,NBA 2K,21
2010.0,99,7,Emergency 2012,3
2007.0,2,6,Medal of Honor: Vanguard,6
2012.0,1,3,Risen 2: Dark Waters,4
2008.0,99,2,Wacky Races: Crash & Dash,0
2011.0,2,11,Men of War: Vietnam,14
2005.0,99,5,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,3
2012.0,99,8,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,16
2004.0,0,7,Harvest Moon: A Wonderful Life Special Edition,6
2014.0,99,5,Rocksmith 2014,17
2012.0,99,8,Abunai: Koi no Sousa Shitsu,16
2005.0,99,5,The Game of Life / Yahtzee / Payday,8
2008.0,3,7,Iron Chef America: Supreme Cuisine,0
2003.0,99,1,The Fairly Odd Parents: Breakin' Da Rules,8
2006.0,99,5,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,16
2011.0,99,10,Toaru Kagaku no Chou Denjihou,16
2006.0,99,3,Bleach: Hanatareshi Yabou,6
2010.0,1,6,Sniper Elite,0
2012.0,0,1,New Super Mario Bros. U,18
2002.0,0,1,Spyro: Enter the Dragonfly,6
2002.0,2,8,Crimson Sea,13
1999.0,99,10,Dancing Blade II: Tears of Eden,12
2001.0,99,5,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,6
2007.0,99,3,Tamagotchi no Appare! Niji Venture,3
2006.0,99,3,Tales of Phantasia (PS1 & PSP Versions),16
2011.0,2,3,Shin Megami Tensei: Devil Survivor Overclocked,10
2011.0,2,10,NCIS,5
2013.0,1,9,Fist of the North Star: Ken's Rage 2,18
2007.0,0,8,SpongeBob's Atlantis SquarePantis,6
2008.0,99,5,The Naked Brothers Band: The Video Game,3
1996.0,99,0,J-League Excite Stage '96,7
2014.0,1,8,Watch Dogs,14
2008.0,0,0,NCAA Football 09,16
2008.0,3,5,Family Party: 30 Great Games,0
2006.0,3,3,Justice League Heroes,3
2011.0,0,5,Hasbro Family Game Night Fun Pack,0
2011.0,2,6,Brink,14
2014.0,0,2,NASCAR '14,4
2012.0,0,1,LittleBigPlanet PS Vita,22
2001.0,0,0,Madden NFL 2002,8
2011.0,99,4,Jewel Master: Cradle Of Rome 2,14
2004.0,1,10,Leisure Suit Larry: Magna Cum Laude,13
2003.0,2,1,Mission: Impossible - Operation Surma,8
2009.0,0,5,Toy Story Mania!,0
2015.0,99,8,Girls Mode 3: Kirakira Code,10
2003.0,99,0,Hot Shots Golf Fore!,6
1996.0,99,8,Grid Runner,12
2007.0,2,11,Battlestations: Midway,4
2015.0,2,3,Xenoblade Chronicles X,18
2012.0,99,2,Test Drive: Ferrari Legends,4
2007.0,0,0,NCAA March Madness 08,6
2016.0,99,8,MLB 16: The Show,9
2014.0,1,8,Escape Dead Island,5
2013.0,99,5,Daigasso! Band Brothers P,10
2015.0,99,5,Niko Puchi Girls Runway,10
2015.0,2,0,Tony Hawk's Pro Skater 5,5
2012.0,2,9,Street Fighter X Tekken,14
2001.0,99,2,Batman: Gotham City Racer,12
2002.0,99,1,The Fairly Odd Parents: Enter the Cleft,8
2015.0,1,6,Battlefield: Hardline,17
2011.0,2,8,Thor: God of Thunder,0
2006.0,0,0,Madden NFL 07,5
2010.0,0,0,pro evolution soccer 2011,16
2012.0,99,3,Tales of the Heroes: Twin Brave,16
2006.0,2,3,Gothic 3,14
1990.0,99,8,Teenage Mutant Ninja Turtles II: The Arcade Game,1
2007.0,0,5,Bomberman Land,16
2004.0,1,8,Fatal Frame II: Crimson Butterfly Director's Cut,13
2003.0,2,1,X2: Wolverine's Revenge,6
2015.0,99,3,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,22
2003.0,99,6,P.N.03 - Product Number Three,19
2010.0,0,8,Rudolph the Red-Nosed Reindeer,3
2011.0,2,3,Disgaea 4: A Promise Unforgotten,5
2003.0,2,8,The Lord of the Rings: The Return of the King,13
2013.0,3,10,LEGO Legends of Chima: Laval's Journey,10
2002.0,99,0,LEGO Soccer Mania,8
2010.0,2,8,Dark Void,14
2000.0,99,0,Snowboarding,12
2002.0,99,3,PoPoLoCrois: Hajimari no Bouken,6
1997.0,99,9,Street Fighter Collection,12
2001.0,99,7,DrumMania 7th Mix,6
0.0,1,8,Yakuza 4,5
2009.0,2,3,Marvel: Ultimate Alliance 2,16
2002.0,0,0,NFL Fever 2003,13
2003.0,0,8,Finding Nemo,19
2004.0,0,0,UEFA Euro 2004: Portugal,6
2006.0,1,6,Far Cry Instincts Evolution,13
2014.0,3,8,The LEGO Movie Videogame,10
2007.0,3,11,Hospital Tycoon,14
2015.0,99,3,Dark Souls II,17
2015.0,99,5,Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,10
1982.0,99,8,Pressure Cooker,15
1999.0,99,0,J-League Pro Soccer Club o Tsukurou!,21
2009.0,99,5,SingStar Queen,5
1995.0,99,5,Hissatsu Pachinko Collection 3,7
2016.0,2,8,Assassin's Creed Chronicles,9
2009.0,1,6,Darkest of Days,4
2009.0,0,0,NCAA Basketball 10,4
2010.0,2,7,Ace Combat: Joint Assault,16
2007.0,99,5,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,6
2007.0,99,0,Winning Post 7: Maximum 2007,5
2012.0,1,6,Max Payne 3,14
2002.0,0,0,Sega Soccer Slam,13
2014.0,2,8,Hyrule Warriors,18
2002.0,0,10,Bomberman Generation,19
1998.0,99,2,Rush 2: Extreme Racing USA,11
1998.0,99,10,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,12
2011.0,99,11,Stronghold Kingdoms,14
2006.0,99,5,Dragon Quest & Final Fantasy in Itadaki Street Portable,16
2011.0,99,4,Professor Layton and the Mask of Miracle,10
2007.0,2,2,Stuntman: Ignition,5
2010.0,0,0,Sled Shred featuring the Jamaican Bobsled Team,0
2015.0,99,11,State of Decay,17
2010.0,99,7,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,3
2010.0,0,2,Maximum Racing: GP Classic Racing,0
1999.0,99,10,Star Wars Episode I: The Phantom Menace,12
2013.0,3,2,Need for Speed Rivals,17
2006.0,1,2,Driver: Parallel Lines,6
2016.0,0,0,Rugby Challenge 3,4
2007.0,0,0,Major League Baseball 2K7,6
2002.0,2,6,Conflict: Desert Storm,13
2011.0,99,5,Mega Minis Volume 2,16
2007.0,3,3,Final Fantasy Crystal Chronicles: Ring of Fates,3
2007.0,99,8,Kenka Banchou 2: Full Throttle,6
2007.0,3,11,Supreme Commander: Forged Alliance,14
2000.0,0,0,NFL Fever 2002,13
2005.0,99,5,2 Games in 1: Sonic Advance & ChuChu Rocket!,8
2010.0,99,8,The Story of Noah's Ark,3
2007.0,0,2,Cars: Mater-National Championship,3
2009.0,0,7,Imagine: Salon Stylist,3
2008.0,99,0,PES 2009: Pro Evolution Soccer,4
2009.0,99,0,Championship Manager 2010,14
2008.0,99,5,High School Musical 3: Senior Year DANCE!,4
2006.0,99,7,A.C.E.: Another Century's Episode 2,6
2009.0,2,9,Naruto Shippuden: Ultimate Ninja Heroes 3,16
1995.0,99,5,Namco Museum Vol.1,12
2014.0,99,8,Transformer: Rise of the Dark Spark,17
2009.0,0,4,Roogoo Attack!,3
0.0,99,3,Beyond the Labyrinth,10
2006.0,99,3,Yggdra Union: We'll Never Fight Alone,8
2003.0,99,3,Mother 1+2,8
2005.0,1,3,Dungeon Siege II,14
2008.0,2,8,Dynasty Warriors: Gundam 2,6
2010.0,3,8,The Last Airbender,3
2010.0,2,10,House M.D.,3
2011.0,99,10,Durarara!! 3way Standoff: Alley,16
2003.0,99,8,Jim Henson's the Muppets: On With the Show!,8
2008.0,1,6,Conflict: Denied Ops,5
2011.0,99,8,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,10
2002.0,0,2,Riding Spirits,6
2009.0,0,7,My Baby: First Steps,0
2000.0,99,5,Black Jack vs. Matsudajun,12
2008.0,0,1,Wall-E,14
2009.0,0,0,Rapala: We Fish,0
2013.0,99,5,Megpoid the Music#,16
2009.0,99,8,Beyblade: Metal Fusion - Battle Fortress,0
2010.0,99,10,S.Y.K: Shinsetsu Saiyuuki Portable,16
2003.0,0,7,Dance Dance Revolution Ultramix,13
2005.0,99,5,Sonic Advance & Sonic Pinball Party Combo Pack,8
2010.0,99,5,Jeopardy!,3
2011.0,2,3,DC Universe Online,14
2010.0,99,0,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,5
2007.0,99,5,Buzz! The Hollywood Quiz,6
2010.0,99,9,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,0
0.0,2,5,Rock Band,6
2009.0,99,4,Logic Machines,3
2005.0,0,0,Rugby 2005,13
2006.0,3,1,Open Season,4
2014.0,99,10,The Walking Dead: Season Two,22
2009.0,0,2,Monster Trucks Mayhem,0
2015.0,99,0,Famista Returns,10
2000.0,99,6,Syphon Filter 2,12
2011.0,2,5,You Don't Know Jack,4
2014.0,0,2,Mario Kart 8,18
1995.0,99,0,NFL GameDay,12
2003.0,99,1,Densetsu no Stafi 2,8
2005.0,2,11,Battalion Wars,19
2009.0,0,2,Need for Speed: Shift,16
2002.0,99,1,Bionicle: Matoran Adventures,8
2008.0,0,5,Smart Boy's Toys Club,3
2004.0,0,0,NFL Street 2,13
2004.0,99,3,RockMan EXE 4.5 Real Operation,8
2009.0,99,5,My Virtual Tutor: Reading Adventure Kindergarten to First,3
2009.0,0,7,Cake Mania 3,3
2016.0,1,6,Call of Duty: Infinite Warfare,9
2010.0,99,10,Chaos;Head - Love Chu*Chu!,4
2010.0,1,8,Mafia II,14
2015.0,99,3,Atelier Sophie: The Alchemist of the Mysterious Book,9
1997.0,99,1,Crash Bandicoot 2: Cortex Strikes Back,12
2006.0,99,8,The Godfather (US sales),13
1992.0,2,10,The 7th Guest,14
2010.0,99,7,Pet Shop Monogatari DS 2,3
2007.0,0,7,Harvest Moon DS: Island of Happiness,3
2007.0,1,10,Assassin's Creed,5
2013.0,99,3,Super Robot Taisen UX,10
2014.0,0,0,Pro Evolution Soccer 2015,9
2007.0,99,0,Pro Yaky? Spirits 4,5
2009.0,0,0,NBA 2K10,5
2005.0,2,10,MediEvil: Resurrection,16
2007.0,0,5,Fishing Master,0
1986.0,99,6,Solaris,15
2010.0,99,5,Heathcliff! Frantic Foto,3
2008.0,99,2,SCORE International Baja 1000: The Official Game,0
2009.0,99,3,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,16
2005.0,2,2,Juiced,13
2002.0,0,0,NBA Inside Drive 2003,13
2006.0,1,9,Rumble Roses XX,4
2006.0,99,5,Doko Demo Issho: Let's Gakkou!,16
2004.0,0,0,World Soccer Winning Eleven 8 International,6
2013.0,99,6,Painkiller: Hell & Damnation,4
2003.0,2,7,Crimson Skies: High Road to Revenge,13
1995.0,99,3,Suikoden,12
2008.0,99,8,Jackass the Game DS,3
2001.0,99,9,Capcom vs. SNK 2: Millionaire Fighting 2001,21
2002.0,2,7,The Sims: Unleashed,14
2000.0,99,8,Resident Evil - Code: Veronica,21
2007.0,3,7,Dance Dance Revolution: Hottest Party,0
2005.0,0,2,Forza Motorsport,13
2007.0,0,2,MX vs. ATV Untamed,16
2011.0,99,3,Monster Hunter Frontier Online: Season 10,4
2000.0,99,8,Perfect Dark,11
2008.0,0,10,Drawn To Life: SpongeBob SquarePants Edition,3
2001.0,0,0,NBA ShootOut 2001,6
1997.0,99,9,Kensei: Sacred Fist,12
2005.0,2,8,Ultimate Spider-Man,19
2007.0,99,9,One Piece: Gear Spirit,3
2008.0,99,10,Avatar: The Last Airbender - Into the Inferno,0
2011.0,3,8,The Adventures of Tintin: The Game,5
2015.0,99,3,Risen 3: Titan Lords,9
1995.0,99,9,Dragon Ball Z Hyper Dimension,7
2014.0,99,10,Haikyuu!! Tsunage! Itadaki no Keshiki!!,10
2008.0,0,4,Pipe Mania,3
2004.0,0,8,Tron 2.0: Killer App,8
2003.0,0,2,F-Zero: GP Legend,8
2007.0,99,5,Petz: Hamsterz Life 2,3
2010.0,2,9,UFC Undisputed 2010,16
2011.0,99,0,Jonah Lomu Rugby Challenge,14
1995.0,99,8,Mobile Suit Gundam,12
1993.0,99,0,Keiba Eight Special,7
2007.0,0,10,Arctic Tale,0
2003.0,1,0,Outlaw Volleyball,13
2006.0,2,10,Pirates of the Caribbean: Dead Man's Chest,3
2005.0,99,0,Virtua Tennis: World Tour (US & Others sales),16
2005.0,99,3,Mega Man Battle Network 6: Cybeast Falzar / Gregar,8
1998.0,99,10,Shinseiki Evangelion: Koutetsu no Girlfriend,12
2008.0,0,2,Ferrari Challenge Trofeo Pirelli,5
2006.0,3,3,Digimon World DS,3
2014.0,3,8,LEGO The Hobbit,22
2001.0,2,0,Jonny Moseley Mad Trix,6
2007.0,0,10,Barbie as The Island Princess,3
2010.0,99,0,Power Pro Success Legends,16
2005.0,0,1,Donkey Kong Country 3,8
2014.0,1,6,Call of Duty: Advanced Warfare,9
2011.0,99,3,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,10
1998.0,99,0,Cool Boarders 4,12
2010.0,99,4,Despicable Me: The Game - Minion Mayhem,3
1996.0,99,4,Super Bomberman 4,7
2011.0,99,5,Uta no Prince-Sama: Music,16
2008.0,0,5,Quick Yoga Training,3
2012.0,3,8,LEGO The Lord of the Rings,0
2008.0,2,3,Shiren the Wanderer,0
2012.0,3,1,Rayman Origins,10
2006.0,99,9,Wrestle Kingdom,6
2014.0,2,9,Dragon Ball Z: Battle of Z,5
2006.0,2,9,Bleach: Shattered Blade,0
2004.0,3,3,The Legend of Heroes II: Prophecy of the Moonlight Witch,16
2011.0,2,9,Marvel vs. Capcom 3: Fate of Two Worlds,5
2013.0,2,9,JoJo's Bizarre Adventure: All Star Battle,5
2016.0,2,3,Odin Sphere: Leifthrasir,9
2009.0,99,4,Roogoo Twisted Towers,0
2008.0,99,2,Speed Racer: The Videogame,6
2008.0,99,7,Paws & Claws: Pet Resort,3
2010.0,99,2,Split/Second,5
2002.0,99,0,NFL 2K3,13
2008.0,0,4,Fading Shadows,16
2008.0,2,8,Bully: Scholarship Edition,4
2003.0,0,0,ESPN NFL Football,13
0.0,3,7,Star Trek: Legacy,4
2014.0,1,8,Deception IV: Blood Ties,5
2009.0,99,10,Steins;Gate,4
2007.0,99,3,Elvandia Story,6
2009.0,0,11,Fritz Chess,0
2010.0,3,8,LEGO Harry Potter: Years 1-4,16
1997.0,99,2,Thunder Truck Rally,12
1995.0,99,3,Romancing SaGa 3,7
2007.0,0,2,Indianapolis 500 Legends,0
2009.0,0,3,Beyblade: Metal Fusion,3
2009.0,2,9,Tekken 6,4
2012.0,3,8,Country Dance: All Stars,4
2008.0,2,8,Tokyo Beat Down,3
2014.0,99,3,Dragon Quest Monsters 2,10
2014.0,99,5,Cardfight!! Vanguard: Lock On Victory!!,10
2003.0,2,8,Tom Clancy's Splinter Cell,6
2010.0,2,6,Tom Clancy's Ghost Recon: Predator,16
1997.0,99,6,Choujikuu Yousai Macross: Ai Oboete Imasu ka,23
2011.0,99,5,DanceStar Party,5
2007.0,2,6,Blacksite: Area 51,5
2010.0,3,5,Just Dance 2,0
2015.0,99,7,Farming Simulator 2015,17
2006.0,3,1,The Legend of Spyro: A New Beginning,19
1995.0,99,11,Sengoku Cyber: Fujimaru Jigokuhen,12
2003.0,0,0,Wakeboarding Unleashed Featuring Shaun Murray,13
1995.0,99,9,Fighting Vipers,23
2011.0,99,8,Sengoku Musou 3 Empires,5
2003.0,99,3,Summon Night 3,6
2007.0,2,6,Metal Slug Anthology,16
2005.0,0,2,MX vs. ATV Unleashed,13
2005.0,2,10,Oddworld: Stranger's Wrath,13
2002.0,99,9,Marvel vs. Capcom 2: New Age of Heroes,13
2007.0,99,11,Sid Meier's Pirates!,16
2010.0,3,11,T.A.C. Heroes : Big Red One,3
2000.0,99,9,All Star Pro-Wrestling,6
2007.0,0,2,Sega Rally Revo,4
2003.0,99,1,The Fairly Odd Parents: Breakin Da Rules,6
2010.0,99,10,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,16
2008.0,99,7,Hell's Kitchen: The Game,3
1999.0,99,3,Yu-Gi-Oh! Forbidden Memories (JP sales),12
2008.0,0,1,George of the Jungle and the Search for the Secret,3
2010.0,3,5,Family Party: 90 Great Games Party Pack,0
2011.0,2,9,Arcana Heart 3,4
2007.0,0,0,Madden NFL 08,5
2002.0,0,0,Disney Sports Skateboarding,19
2003.0,0,2,Need for Speed Underground,8
2008.0,2,8,007: Quantum of Solace,14
2007.0,3,11,Romance of the Three Kingdoms XI,6
2009.0,99,11,Company of Heroes: Anthology,14
2008.0,1,3,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,6
2011.0,0,0,NBA 2K12,14
1995.0,99,9,Night Warriors: Darkstalkers' Revenge,23
1999.0,99,7,Tokimeki Memorial 2,12
2009.0,2,8,Dynasty Warriors 6 Empires,4
2003.0,0,2,Rally Championship,19
2005.0,0,4,Marble Madness / Klax,8
2011.0,3,8,Power Rangers Samurai,3
2011.0,99,10,S.Y.K Renshouden Portable,16
2002.0,99,9,Samurai Deeper Kyo,12
2014.0,3,8,The LEGO Movie Videogame,22
2002.0,0,1,Rugrats: Royal Ransom,6
2008.0,99,10,D.Gray-man: Sousha no Shikaku,6
2002.0,2,0,Evolution Skateboarding,6
2002.0,0,3,Phantasy Star Collection,8
2002.0,1,6,Wolfenstein 3D,8
2010.0,2,0,Cabela's North American Adventures,5
2016.0,99,11,SD Gundam G Generation Genesis,9
2008.0,2,5,Rock Band 2,0
2003.0,2,7,The Sims: Bustin' Out,19
2011.0,1,9,Supremacy MMA,5
2005.0,0,2,WRC: FIA World Rally Championship,16
1998.0,99,1,Toy Story 2: Buzz Lightyear to the Rescue!,12
2011.0,99,5,The Idolmaster: Gravure For You! Vol. 2,5
2008.0,99,3,Sigma Harmonics,3
2008.0,0,10,Bratz Ponyz 2,3
2004.0,2,3,Star Wars Knights of the Old Republic II: The Sith Lords,13
2002.0,2,6,Medal of Honor: Frontline,6
2014.0,99,8,Thief (2014),5
2007.0,0,4,Crayola: Treasure Adventures,3
2008.0,0,7,Animal Crossing: City Folk,0
1999.0,99,2,Chocobo Racing,12
2010.0,3,11,Supreme Commander 2,4
2005.0,99,11,SD Gundam: Gashapon Wars,19
2009.0,2,8,The Lord of the Rings: Conquest,5
2010.0,0,10,iCarly 2: iJoin The Click!,0
2010.0,99,8,Saw II: Flesh & Blood,5
2006.0,99,8,Totally Spies! 2: Undercover,3
2011.0,1,10,Catherine,4
2008.0,99,10,Neo Angelique Special,16
2007.0,2,2,Juiced 2: Hot Import Nights,14
2005.0,0,6,Space Invaders Revolution,3
2008.0,99,5,SingStar Summer Party,6
2005.0,1,11,Full Spectrum Warrior,6
2012.0,99,3,Inazuma Eleven GO Strikers 2013,0
2011.0,0,4,Santa Claus Is Comin' to Town!,0
2016.0,99,10,Ao no Kanata no Four Rhythm,22
2015.0,99,8,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,5
1996.0,99,0,Triple Play 97,12
2005.0,99,5,Trollz: Hair Affair!,8
2001.0,99,4,Inspector Gadget: Gadget's Crazy Maze,12
2010.0,0,5,Namco Museum Megamix,0
2009.0,99,4,Countdown: The Game,3
2006.0,3,2,Test Drive Unlimited,4
1997.0,99,0,Big Bass World Championship,12
2014.0,99,10,Gakuen K: Wonderful School Days,16
2009.0,99,10,Sekirei: Mirai Kara no Okurimono,6
2005.0,0,0,Madden NFL 06,3
2013.0,99,10,The Night of the Rabbit,14
2006.0,0,3,Mystery Dungeon: Shiren the Wanderer,3
2007.0,0,5,Are You Smarter Than A 5th Grader?,3
2011.0,99,11,Nobunaga no Yabou: Tendou with Power-Up Kit,5
2008.0,99,2,M&M's Kart Racing,3
2007.0,3,8,The Golden Compass,5
2011.0,99,10,Moujuutsukai to Oujisama: Snow Bride,6
2008.0,99,5,Minna de Dokusho: Keatai Shousetsu Desu,16
2016.0,3,9,Pokken Tournament,18
2000.0,1,3,Deus Ex,14
2000.0,2,9,Ready 2 Rumble Boxing: Round 2,12
2002.0,0,8,Mega Man Battle Network 2,8
2006.0,2,3,Disgaea 2: Cursed Memories,6
2010.0,2,0,Shaun White Skateboarding,14
2010.0,99,0,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,0
2004.0,2,9,Showdown: Legends of Wrestling,13
2002.0,0,10,"Monsters, Inc.",6
1998.0,99,0,Virtual Pool 64,11
2013.0,3,4,Scribblenauts Unmasked: A DC Comics Adventure,10
2009.0,0,2,Need for Speed: Shift,14
2010.0,0,0,Tony Hawk: Shred,5
1998.0,2,3,Suikoden II,12
2006.0,99,5,Yu-Gi-Oh! GX: Spirit Caller (American Sales),3
2011.0,99,10,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,16
2011.0,0,2,F1 2011,14
2003.0,99,0,Championship Manager 3,14
2004.0,2,3,Boktai 2: Solar Boy Django,8
2008.0,99,0,Summer Athletics,14
2009.0,3,8,LEGO Indiana Jones 2: The Adventure Continues,5
2009.0,99,3,SaGa 2: Hihou Densetsu - Goddess of Destiny,3
2010.0,1,6,Call of Duty: The War Collection,4
2003.0,1,6,RLH: Run Like Hell,13
2013.0,0,1,The Smurfs 2,5
1998.0,99,11,Pocket Monsters Stadium,11
2008.0,3,0,Sega Superstars Tennis,4
2010.0,0,0,Zumba Fitness,4
2014.0,3,8,Skylanders: Trap Team,5
2005.0,99,1,The Berenstain Bears and the Spooky Old Tree,8
2010.0,2,11,Tropico 3: Gold Edition,14
2016.0,99,0,Jikkyou Powerful Pro Baseball 2016,5
2005.0,99,2,Spy Hunter / Super Sprint,8
2005.0,2,8,Peter Jackson's King Kong: The Official Game of the Movie,13
2015.0,1,3,The Witcher 3: Wild Hunt,9
2011.0,0,0,Reel Fishing Paradise 3D,10
2006.0,0,4,Mario vs. Donkey Kong 2: March of the Minis,3
2011.0,0,5,Sesame Street: Once Upon A Monster,4
2005.0,0,5,Metroid Prime Pinball,3
2011.0,2,8,Dynasty Warriors 7,4
2008.0,3,0,Sega Superstars Tennis,6
2011.0,2,9,Arcana Heart 3,5
2000.0,0,4,Aqua Aqua,6
2005.0,0,1,Ape Escape: On the Loose,16
2008.0,1,8,Condemned 2: Bloodshot,4
2016.0,2,8,Metroid Prime: Federation Force,10
2009.0,99,3,Tales of Vesperia,5
2010.0,99,10,Narcissus: Moshimo Ashita ga Runara,16
2011.0,99,7,IGT Slots: Lucky Larry's Lobstermania,14
2009.0,2,6,Rogue Trooper: Quartz Zone Massacre,0
2007.0,0,7,Petz: Horsez 2,6
2010.0,1,6,Aliens vs Predator,4
2008.0,99,5,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,3
2007.0,0,4,Personal Trainer: Math,3
1998.0,99,11,Super Robot Taisen F Kanketsuhen,23
2004.0,99,9,Def Jam: Fight for NY,19
2015.0,99,8,Meiji Toukyou Renka: Twilight Kiss,16
2004.0,0,10,Metroid: Zero Mission,8
2007.0,2,7,The Sims 2: Bon Voyage,14
2010.0,0,5,Satisfashion,0
2004.0,2,6,GoldenEye: Rogue Agent,19
0.0,0,8,Super Duper Sumos,8
1996.0,99,0,NHL 97,12
2009.0,1,6,Red Faction: Guerrilla,5
2009.0,99,5,MAPLUS: Portable Navi 3,16
2003.0,0,0,MLB 2004,6
2016.0,99,8,Attack on Titan (KOEI),9
2013.0,99,2,Sonic & All-Stars Racing Transformed,14
2009.0,2,11,Halo Wars,4
2012.0,99,9,JoJo's Bizarre Adventure: All Star Battle,10
2003.0,99,5,Jampack: Summer 2003 (RP-T),6
2007.0,99,7,Mobile Suit Gundam: MS Sensen 0079,0
1999.0,99,11,Battle Hunter,12
2011.0,3,4,Challenge Me: Word Puzzles,3
2009.0,99,3,Monster Hunter G,0
2001.0,1,6,Silent Scope 2: Dark Silhouette,6
2013.0,0,8,Monster High 13 Wishes,10
2013.0,1,6,Defiance,5
2003.0,99,9,Black & Bruised,19
2005.0,99,9,Bleach GC: Tasogare Ni Mamieru Shinigami,19
2013.0,3,1,Skylanders SWAP Force,4
2012.0,1,8,Silent Hill: Downpour,5
2014.0,99,5,Minecraft,5
2009.0,2,5,Guitar Hero: Smash Hits,6
2010.0,2,0,Shaun White Skateboarding,4
2013.0,1,8,Tom Clancy's Splinter Cell: Blacklist,18
2009.0,2,8,Deadly Creatures,0
2003.0,0,4,The Lost Vikings,8
2007.0,99,5,Pachinko Kaou: Misora Hibari,6
2002.0,99,6,Command & Conquer Renegade,14
2010.0,0,7,Imagine: Reporter,3
2004.0,0,0,EyeToy: AntiGrav,6
1992.0,99,0,F1 ROC: Race of Champions,7
2006.0,0,0,NBA 2K7,6
2006.0,2,8,The Legend of Zelda: Twilight Princess,0
2014.0,3,3,Final Fantasy Explorers,10
2002.0,2,7,Star Wars: Jedi Starfighter,13
2009.0,99,2,Gran Turismo (PSP),16
1997.0,99,7,Future Cop L.A.P.D.,12
2011.0,99,11,Trapped Dead,14
2005.0,2,9,Marvel Nemesis: Rise of the Imperfects,19
2009.0,1,6,Wanted: Weapons of Fate,4
2008.0,99,5,Buzz! The Schools Quiz,6
2013.0,2,9,BlazBlue: Chrono Phantasma,5
2005.0,2,8,Project: Snowblind,13
2011.0,99,5,Peppa Pig: Theme Park Fun,3
2004.0,2,6,James Bond 007: Everything or Nothing,19
2010.0,99,5,Game Hits!,3
2001.0,0,3,Zone of the Enders: The Fist of Mars,8
2003.0,2,6,Kill.Switch,13
2009.0,3,8,LEGO Indiana Jones 2: The Adventure Continues,4
2010.0,99,3,Ken to Mahou to Gakuen Mono. 3,5
2008.0,2,9,Super Smash Bros. Brawl,0
2016.0,3,3,World of Final Fantasy,9
