Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas NA,Vendas EU,Vendas JP,Outras vendas,Vendas globais,Pontuacao da critica,Contagem de criticas,Pontuacao dos usuarios,Contagem de usuarios,Desenvolvedora,Classificacao
Ninja Reflex,0,2008.0,8,7,0.11,0.0,0.0,0.01,0.12,49.0,26.0,6,11.0,525,3
Cel Damage,13,2001.0,2,7,0.09,0.03,0.0,0.0,0.12,65.0,24.0,8.4,7.0,939,2
Supremacy MMA,5,2011.0,9,11,0.07,0.03,0.0,0.02,0.12,47.0,17.0,6.5,4.0,1169,1
Lunar: Dragon Song,3,2005.0,3,70,0.11,0.0,0.0,0.01,0.12,59.0,30.0,6.2,17.0,1170,3
Breakdown,13,2004.0,10,7,0.09,0.03,0.0,0.0,0.12,71.0,62.0,8.2,17.0,32,1
Venetica,5,2010.0,3,233,0.07,0.03,0.0,0.01,0.12,47.0,14.0,6.5,6.0,1142,2
Looney Tunes: Sheep Raider,12,2001.0,1,52,0.07,0.05,0.0,0.01,0.12,72.0,12.0,8.8,25.0,1172,0
Geometry Wars: Galaxies,0,2007.0,6,23,0.11,0.0,0.0,0.01,0.12,80.0,55.0,8.2,26.0,675,0
Conduit 2,0,2011.0,6,8,0.07,0.04,0.0,0.01,0.12,64.0,51.0,7.6,60.0,337,2
Rise of the Tomb Raider,14,2016.0,10,15,0.0,0.11,0.0,0.01,0.12,86.0,45.0,7.9,915.0,385,1
X2: Wolverine's Revenge,19,2003.0,1,4,0.09,0.02,0.0,0.0,0.12,62.0,21.0,6.6,8.0,543,2
Hatsune Miku: Project Diva X,22,2016.0,5,8,0.01,0.0,0.1,0.0,0.12,83.0,5.0,8,22.0,180,2
Godzilla Unleashed: Double Smash,3,2007.0,8,10,0.11,0.0,0.0,0.01,0.12,28.0,18.0,4.9,8.0,990,0
Dishonored 2,14,2016.0,8,6,0.04,0.07,0.0,0.01,0.12,86.0,37.0,6,383.0,237,1
NPPL: Championship Paintball 2009,4,2008.0,6,59,0.1,0.01,0.0,0.01,0.12,44.0,9.0,7.3,9.0,565,3
Atelier Annie: Alchemists of Sera Island,3,2009.0,3,243,0.08,0.0,0.03,0.01,0.12,70.0,11.0,6.7,15.0,690,3
WWE SmackDown vs Raw 2008,3,2007.0,9,28,0.11,0.0,0.0,0.01,0.12,61.0,12.0,6.6,13.0,186,2
College Hoops 2K6,4,2006.0,0,2,0.11,0.0,0.0,0.01,0.12,70.0,17.0,7.3,11.0,564,0
Fat Princess: Fistful of Cake,16,2010.0,8,3,0.08,0.02,0.0,0.02,0.12,74.0,33.0,8.7,25.0,552,2
Sonic Adventure 2,21,2001.0,1,8,0.0,0.0,0.12,0.0,0.12,89.0,18.0,8.6,236.0,125,0
Tony Hawk's Pro Skater 5,17,2015.0,0,4,0.09,0.02,0.0,0.01,0.12,39.0,18.0,2.1,132.0,562,2
Gladiator: Sword of Vengeance,6,2003.0,8,30,0.06,0.05,0.0,0.02,0.12,65.0,19.0,5.8,8.0,1175,1
Rodea the Sky Soldier,18,2015.0,8,131,0.08,0.02,0.01,0.01,0.12,45.0,31.0,6.5,81.0,1176,3
Pinball Hall of Fame: The Williams Collection,4,2009.0,5,67,0.11,0.0,0.0,0.01,0.12,83.0,18.0,8.3,16.0,245,3
Academy of Champions: Soccer,0,2009.0,0,5,0.09,0.02,0.0,0.01,0.12,64.0,20.0,6.8,14.0,861,0
Overlord: Raising Hell,5,2008.0,8,34,0.07,0.03,0.0,0.02,0.12,72.0,35.0,7.7,27.0,115,2
Power Gig: Rise of the SixString,4,2010.0,5,53,0.11,0.0,0.0,0.01,0.12,36.0,20.0,2.1,17.0,1117,2
NFL Head Coach,13,2006.0,0,7,0.09,0.03,0.0,0.0,0.12,69.0,26.0,7.1,9.0,57,0
Onimusha: Blade Warriors,6,2003.0,9,12,0.06,0.05,0.0,0.02,0.12,65.0,33.0,6.9,7.0,48,2
Disney's Extreme Skate Adventure,19,2003.0,0,4,0.09,0.02,0.0,0.0,0.12,76.0,18.0,7.6,5.0,140,0
NBA 2K2,19,2002.0,0,8,0.09,0.02,0.0,0.0,0.12,90.0,13.0,8,4.0,83,0
Psychonauts,13,2005.0,1,28,0.09,0.03,0.0,0.0,0.12,88.0,54.0,9,71.0,406,2
Jeremy McGrath Supercross World,19,2002.0,2,30,0.09,0.02,0.0,0.0,0.12,36.0,14.0,5.6,5.0,310,0
Airborne Troops: Countdown to D-Day,6,2005.0,6,289,0.06,0.05,0.0,0.02,0.12,39.0,4.0,8.1,9.0,970,2
The Sky Crawlers: Innocent Aces,0,2008.0,7,25,0.08,0.02,0.01,0.01,0.12,74.0,42.0,7.9,13.0,796,2
nail'd,5,2010.0,2,41,0.08,0.02,0.0,0.02,0.12,66.0,36.0,6.2,13.0,171,3
Lost Magic,3,2006.0,3,5,0.09,0.0,0.02,0.01,0.12,68.0,44.0,8.2,32.0,51,0
Marvel Avengers: Battle for Earth,18,2012.0,8,5,0.06,0.04,0.0,0.01,0.12,50.0,10.0,5,25.0,104,2
Alice: Madness Returns,14,2011.0,10,7,0.0,0.1,0.0,0.02,0.12,75.0,29.0,8.4,559.0,575,1
Raiden IV,4,2008.0,6,337,0.1,0.0,0.01,0.01,0.12,63.0,4.0,7.8,10.0,1179,3
Tom Clancy's Splinter Cell: Blacklist,18,2013.0,8,5,0.04,0.07,0.0,0.01,0.12,75.0,5.0,7.8,148.0,405,1
Phantasy Star Universe,4,2006.0,3,8,0.09,0.01,0.0,0.01,0.12,64.0,34.0,7.4,42.0,125,2
Peggle: Dual Shot,3,2009.0,4,209,0.11,0.0,0.0,0.01,0.12,84.0,17.0,8.2,21.0,677,0
Spider-Man: Edge of Time,10,2011.0,8,4,0.08,0.03,0.0,0.01,0.12,50.0,7.0,6.4,12.0,185,2
Cruis'n,0,2007.0,2,39,0.1,0.01,0.0,0.01,0.12,25.0,7.0,3.7,18.0,197,0
Samurai Warriors 4-II,9,2015.0,8,48,0.03,0.02,0.06,0.01,0.12,73.0,26.0,7.3,24.0,188,2
Castlevania: Curse of Darkness,13,2005.0,8,14,0.09,0.03,0.0,0.0,0.12,74.0,26.0,7,13.0,69,1
Lost Planet 3,4,2013.0,6,12,0.07,0.03,0.01,0.01,0.12,58.0,43.0,5.8,142.0,132,2
Battles of Prince of Persia,3,2005.0,11,5,0.1,0.01,0.0,0.01,0.12,64.0,16.0,7.7,14.0,52,3
Turok: Evolution,8,2002.0,6,30,0.08,0.03,0.0,0.0,0.12,72.0,8.0,7,5.0,980,2
Marvel Trading Card Game,3,2007.0,5,14,0.11,0.0,0.0,0.01,0.12,61.0,17.0,4.9,7.0,112,2
Nightshade,6,2003.0,8,8,0.06,0.04,0.0,0.01,0.12,68.0,39.0,7.7,20.0,719,1
CSI: Crime Scene Investigation,13,2004.0,10,5,0.09,0.03,0.0,0.0,0.12,45.0,14.0,7.3,4.0,1180,1
LEGO Batman 2: DC Super Heroes,18,2013.0,8,19,0.04,0.06,0.0,0.01,0.12,77.0,7.0,7.3,31.0,182,3
Buffy the Vampire Slayer: Chaos Bleeds,13,2003.0,8,23,0.09,0.03,0.0,0.0,0.12,73.0,26.0,8.4,14.0,103,2
Onechanbara: Bikini Zombie Slayers,0,2008.0,8,58,0.11,0.0,0.0,0.01,0.12,55.0,24.0,8,20.0,327,1
Tropico 5,14,2014.0,7,206,0.02,0.09,0.0,0.01,0.12,75.0,51.0,7,351.0,760,2
Reality Fighters,22,2012.0,9,3,0.05,0.05,0.0,0.02,0.12,54.0,39.0,3.8,30.0,472,2
Dragon Ball: Origins,3,2008.0,8,10,0.08,0.02,0.0,0.01,0.12,78.0,18.0,7.5,15.0,488,2
FIFA 17,14,2016.0,0,7,0.0,0.11,0.0,0.01,0.12,84.0,12.0,4.2,160.0,27,0
Armored Core: Verdict Day,5,2013.0,7,227,0.0,0.0,0.12,0.0,0.12,66.0,18.0,7.4,28.0,163,2
Lost in Shadow,0,2010.0,1,14,0.09,0.0,0.01,0.01,0.12,68.0,38.0,8.7,18.0,16,3
NHL 2K3,13,2002.0,0,8,0.09,0.02,0.0,0.0,0.12,89.0,17.0,7.1,14.0,6,0
Die Hard: Vendetta,19,2002.0,6,339,0.09,0.02,0.0,0.0,0.12,54.0,23.0,7,10.0,919,1
F1 2002,6,2002.0,2,7,0.05,0.04,0.02,0.01,0.12,81.0,11.0,6.4,10.0,1182,0
Every Extend Extra,16,2006.0,6,32,0.1,0.0,0.0,0.01,0.12,74.0,45.0,7.3,9.0,677,0
FIFA Soccer,16,2005.0,0,7,0.11,0.0,0.0,0.01,0.12,73.0,23.0,7.7,22.0,35,0
Darkspore,14,2011.0,3,7,0.07,0.03,0.0,0.01,0.12,65.0,52.0,6,133.0,89,2
Self-Defense Training Camp,4,2011.0,0,5,0.08,0.03,0.0,0.01,0.12,21.0,5.0,5,25.0,12,2
Sphinx and the Cursed Mummy,13,2003.0,8,28,0.09,0.02,0.0,0.0,0.12,79.0,21.0,9.1,11.0,103,2
GT Advance 2: Rally Racing,8,2001.0,2,28,0.08,0.03,0.0,0.0,0.11,77.0,12.0,6,4.0,358,0
Deception IV: Blood Ties,5,2014.0,8,48,0.03,0.02,0.06,0.01,0.11,70.0,19.0,8.2,27.0,1023,1
Tenchu: Shadow Assassins,16,2009.0,8,5,0.03,0.02,0.05,0.01,0.11,68.0,18.0,7.4,18.0,163,1
Cabela's Deer Hunt 2005 Season,13,2004.0,0,4,0.09,0.02,0.0,0.0,0.11,59.0,5.0,7.5,6.0,287,2
Dead Man's Hand,13,2004.0,6,10,0.09,0.02,0.0,0.0,0.11,62.0,31.0,8.1,9.0,798,2
Smash Cars,6,2003.0,2,139,0.06,0.04,0.0,0.01,0.11,67.0,15.0,9,5.0,696,0
NASCAR 07,6,2006.0,2,7,0.06,0.04,0.0,0.01,0.11,68.0,26.0,8.9,16.0,57,0
Tecmo Bowl: Kickoff,3,2008.0,0,48,0.11,0.0,0.0,0.01,0.11,66.0,21.0,7.3,8.0,786,0
Lost Horizon,14,2010.0,10,41,0.0,0.1,0.0,0.02,0.11,77.0,24.0,7.9,27.0,1183,2
Rugby 15,9,2015.0,0,340,0.04,0.06,0.0,0.02,0.11,19.0,5.0,3.4,65.0,254,0
Dokapon Kingdom,6,2007.0,3,322,0.05,0.04,0.02,0.01,0.11,61.0,8.0,6.5,8.0,1102,3
Puzzle Quest 2,3,2010.0,4,58,0.1,0.0,0.0,0.01,0.11,74.0,27.0,5.8,11.0,832,3
Phantasy Star Collection,8,2002.0,3,10,0.08,0.03,0.0,0.0,0.11,76.0,20.0,8.1,7.0,80,0
Disney Art Academy,10,2016.0,8,0,0.02,0.01,0.08,0.0,0.11,72.0,16.0,6.8,5.0,159,0
A Witch's Tale,3,2009.0,3,131,0.08,0.0,0.03,0.01,0.11,50.0,17.0,6.2,9.0,1185,3
Hyperdimension Neptunia U: Action Unleashed,22,2014.0,8,342,0.03,0.01,0.06,0.01,0.11,71.0,20.0,6.8,44.0,327,2
Retro Game Challenge,3,2007.0,8,25,0.0,0.0,0.11,0.0,0.11,77.0,30.0,7.3,15.0,114,0
Shining Force NEO,6,2005.0,3,8,0.06,0.04,0.0,0.01,0.11,69.0,12.0,8.1,20.0,580,2
FIFA Street 2,19,2006.0,0,7,0.09,0.02,0.0,0.0,0.11,63.0,16.0,5.7,7.0,35,0
Fantastic Four: Rise of the Silver Surfer,4,2007.0,8,2,0.1,0.01,0.0,0.01,0.11,45.0,30.0,5.4,16.0,83,2
Monster Madness: Battle for Suburbia,4,2007.0,6,81,0.1,0.0,0.0,0.01,0.11,55.0,29.0,5.2,18.0,1187,2
Tom Clancy's EndWar,16,2008.0,11,5,0.1,0.01,0.0,0.01,0.11,68.0,7.0,5.9,8.0,1190,2
NFL Head Coach 09,4,2008.0,0,7,0.11,0.0,0.0,0.01,0.11,67.0,14.0,8.4,28.0,57,0
Blood Drive,4,2010.0,2,4,0.09,0.01,0.0,0.01,0.11,40.0,21.0,6.5,10.0,803,1
Phantom Dust,13,2004.0,8,1,0.08,0.02,0.0,0.0,0.11,81.0,37.0,8.5,35.0,1191,2
Growlanser Generations,6,2003.0,3,91,0.06,0.04,0.0,0.01,0.11,81.0,19.0,7.7,19.0,935,2
Mega Man Battle Chip Challenge,8,2003.0,5,12,0.08,0.03,0.0,0.0,0.11,54.0,25.0,8.3,8.0,48,0
Fatal Frame: Maiden of Black Water,18,2014.0,8,0,0.0,0.03,0.08,0.0,0.11,67.0,58.0,7.6,226.0,1023,1
Prince of Persia: Rival Swords,16,2007.0,8,5,0.08,0.02,0.0,0.01,0.11,74.0,16.0,8.2,19.0,38,2
Cold Winter,6,2005.0,6,23,0.06,0.04,0.0,0.01,0.11,73.0,41.0,8.2,23.0,948,1
Ring of Red,6,2000.0,11,14,0.06,0.04,0.0,0.01,0.11,82.0,15.0,8.7,11.0,69,2
Stubbs the Zombie in Rebel Without a Pulse,13,2005.0,8,28,0.08,0.02,0.0,0.0,0.11,75.0,55.0,8.1,16.0,668,1
Batman: Dark Tomorrow,13,2003.0,8,188,0.08,0.02,0.0,0.0,0.11,25.0,13.0,3.6,18.0,855,2
Ping Pals,3,2004.0,5,28,0.1,0.0,0.0,0.01,0.11,28.0,17.0,3.9,26.0,278,0
MLB 13: The Show,22,2013.0,0,3,0.1,0.0,0.0,0.02,0.11,75.0,7.0,7.5,21.0,421,0
18 Wheeler: American Pro Trucker,19,2002.0,2,30,0.09,0.02,0.0,0.0,0.11,52.0,17.0,6.8,8.0,158,0
Split/Second,16,2010.0,2,32,0.08,0.02,0.0,0.02,0.11,63.0,16.0,6.7,15.0,164,3
Warhammer: Battle March,4,2008.0,11,41,0.09,0.02,0.0,0.01,0.11,55.0,30.0,6.7,20.0,1193,1
Batman: Rise of Sin Tzu,13,2003.0,8,5,0.08,0.02,0.0,0.0,0.11,67.0,17.0,7.7,6.0,52,2
The King of Fighters XII,4,2009.0,9,153,0.09,0.0,0.01,0.01,0.11,63.0,57.0,4.2,33.0,775,2
Spy vs Spy,13,2005.0,8,63,0.08,0.02,0.0,0.0,0.11,53.0,34.0,8,8.0,558,2
Coraline,6,2009.0,8,58,0.06,0.04,0.0,0.01,0.11,39.0,5.0,2,6.0,211,3
Cold Fear,6,2005.0,8,5,0.06,0.04,0.0,0.01,0.11,68.0,39.0,7.7,27.0,1057,1
Zubo,3,2008.0,5,7,0.08,0.02,0.0,0.01,0.11,75.0,19.0,7.6,75.0,285,3
NHL Hitz 20-03,13,2002.0,0,39,0.08,0.02,0.0,0.0,0.11,81.0,19.0,8.5,13.0,168,0
Murakumo: Renegade Mech Pursuit,13,2002.0,6,227,0.04,0.01,0.06,0.0,0.11,48.0,18.0,7.5,4.0,163,2
Gun Metal,13,2002.0,6,115,0.08,0.02,0.0,0.0,0.11,63.0,17.0,7.6,8.0,447,2
BloodRayne,19,2002.0,6,20,0.09,0.02,0.0,0.0,0.11,73.0,17.0,8.5,4.0,231,1
ECW Anarchy Rulz,12,1999.0,9,30,0.06,0.04,0.0,0.01,0.11,43.0,7.0,6.3,4.0,310,0
InuYasha: A Feudal Fairy Tale,12,2002.0,9,25,0.0,0.0,0.1,0.01,0.11,69.0,5.0,9,74.0,117,2
Where the Wild Things Are,4,2009.0,1,19,0.1,0.0,0.0,0.01,0.11,51.0,10.0,5.4,5.0,243,3
TMNT,16,2007.0,8,5,0.1,0.0,0.0,0.01,0.11,37.0,7.0,4.1,12.0,52,3
Sabrina The Teenage Witch: Potion Commotion,8,2002.0,8,5,0.08,0.03,0.0,0.0,0.11,63.0,5.0,2.8,6.0,12,0
MLB Power Pros,6,2007.0,0,14,0.0,0.0,0.11,0.0,0.11,80.0,10.0,8.8,11.0,69,0
Dementium II,3,2010.0,6,81,0.09,0.01,0.0,0.01,0.11,75.0,25.0,8.3,31.0,1042,1
GoldenEye: Rogue Agent,3,2005.0,6,7,0.1,0.0,0.0,0.01,0.11,58.0,25.0,7.5,18.0,1196,2
BlazBlue: Calamity Trigger Portable,16,2010.0,9,148,0.07,0.01,0.03,0.01,0.11,82.0,14.0,7.8,18.0,496,2
AirForce Delta Strike,6,2004.0,7,14,0.05,0.04,0.0,0.01,0.11,66.0,22.0,7,6.0,425,2
Pimp My Ride,0,2008.0,2,4,0.1,0.0,0.0,0.01,0.11,26.0,4.0,3.8,8.0,453,2
Capcom vs. SNK 2 EO,19,2002.0,9,12,0.09,0.02,0.0,0.0,0.11,68.0,20.0,8.9,27.0,48,2
Hot Wheels Velocity X,19,2002.0,2,28,0.09,0.02,0.0,0.0,0.11,55.0,4.0,6.4,5.0,654,0
Open Season,4,2006.0,1,5,0.1,0.0,0.0,0.01,0.11,59.0,15.0,7.3,9.0,12,3
de Blob 2,3,2011.0,1,28,0.08,0.02,0.0,0.01,0.11,75.0,11.0,8.2,6.0,1197,0
Call of Juarez: The Cartel,14,2011.0,6,5,0.05,0.05,0.0,0.01,0.11,51.0,12.0,3.3,126.0,12,1
Space Chimps,4,2008.0,1,205,0.1,0.0,0.0,0.01,0.11,57.0,7.0,5.3,12.0,724,3
FIFA Soccer 06,16,2005.0,0,7,0.1,0.0,0.0,0.01,0.11,77.0,17.0,7.7,20.0,18,0
JASF: Jane's Advanced Strike Fighters,5,2011.0,7,41,0.07,0.03,0.0,0.01,0.11,41.0,7.0,3.1,7.0,1200,2
Digimon Story: Cyber Sleuth,9,2016.0,3,25,0.0,0.1,0.0,0.02,0.11,75.0,45.0,8.5,289.0,841,2
Cloudy With a Chance of Meatballs,0,2009.0,1,5,0.1,0.0,0.0,0.01,0.11,68.0,4.0,5.3,4.0,149,0
The Settlers,3,2007.0,8,5,0.1,0.0,0.0,0.01,0.11,39.0,6.0,5.6,7.0,800,0
Stronghold,14,2001.0,11,212,0.0,0.09,0.0,0.02,0.11,81.0,19.0,8.9,224.0,1052,2
Ridge Racer Unbounded,4,2012.0,2,25,0.05,0.05,0.0,0.01,0.11,71.0,59.0,7.7,56.0,728,2
Mortal Kombat: Deception,19,2005.0,9,39,0.09,0.02,0.0,0.0,0.11,77.0,14.0,8.9,15.0,162,1
ESPN NHL Hockey,13,2003.0,0,8,0.08,0.02,0.0,0.0,0.11,88.0,25.0,8.4,24.0,276,0
John Daly's ProStroke Golf,5,2010.0,0,347,0.09,0.01,0.0,0.01,0.11,58.0,23.0,4.1,8.0,857,0
XXX,8,2002.0,8,4,0.08,0.03,0.0,0.0,0.11,50.0,13.0,5,4.0,80,0
Truth or Lies,4,2010.0,5,28,0.07,0.03,0.0,0.01,0.11,28.0,6.0,5.2,6.0,166,2
Worms Forts: Under Siege,6,2004.0,11,30,0.05,0.04,0.0,0.01,0.11,63.0,21.0,8,15.0,449,2
Project: Snowblind,13,2005.0,8,21,0.08,0.02,0.0,0.0,0.11,79.0,44.0,7,10.0,298,2
Astro Boy: The Video Game,6,2009.0,8,58,0.05,0.04,0.0,0.01,0.11,56.0,4.0,5,4.0,337,3
Gabrielle's Ghostly Groove 3D,10,2011.0,10,142,0.08,0.02,0.0,0.01,0.11,62.0,9.0,7.4,9.0,1201,0
Cake Mania,3,2007.0,4,35,0.09,0.01,0.0,0.01,0.11,55.0,23.0,6.1,7.0,1202,0
Disney's Extreme Skate Adventure,13,2003.0,0,4,0.08,0.02,0.0,0.0,0.11,76.0,15.0,8.3,7.0,140,0
Odama,19,2006.0,5,0,0.07,0.02,0.02,0.0,0.11,62.0,42.0,8,17.0,621,3
Karaoke Revolution Presents American Idol Encore,4,2008.0,5,14,0.1,0.0,0.0,0.01,0.11,70.0,7.0,7,6.0,281,0
Naval Ops: Warship Gunner,6,2003.0,7,48,0.05,0.04,0.0,0.01,0.11,67.0,17.0,8.9,23.0,1203,2
Bionicle Heroes,19,2006.0,6,21,0.08,0.02,0.0,0.0,0.11,51.0,4.0,5.2,5.0,50,3
The King of Fighters 2000/2001,6,2003.0,9,153,0.05,0.04,0.0,0.01,0.11,71.0,31.0,8.6,17.0,775,2
Valkyrie Drive: Bhikkhuni,22,2015.0,8,148,0.0,0.03,0.07,0.01,0.11,72.0,7.0,8.5,11.0,1012,1
Bodycount,5,2011.0,6,34,0.05,0.05,0.0,0.02,0.11,50.0,40.0,3.5,28.0,1205,1
Ninja Assault,6,2002.0,6,25,0.05,0.04,0.0,0.01,0.11,60.0,17.0,5.3,4.0,32,2
Samurai Warriors 4,22,2014.0,8,48,0.0,0.0,0.11,0.0,0.11,76.0,5.0,8.6,18.0,188,2
Alias,6,2004.0,8,30,0.05,0.04,0.0,0.01,0.11,64.0,31.0,8,10.0,158,2
Calling,0,2009.0,10,14,0.06,0.04,0.0,0.01,0.11,49.0,28.0,6.7,16.0,1058,2
Night at the Museum: Battle of the Smithsonian,4,2009.0,8,35,0.07,0.03,0.0,0.01,0.11,50.0,15.0,7.1,8.0,135,3
Spyborgs,0,2009.0,8,12,0.09,0.01,0.0,0.01,0.11,66.0,30.0,6.3,6.0,1209,2
NHL Rivals 2004,13,2003.0,0,1,0.08,0.02,0.0,0.0,0.11,65.0,39.0,8.8,20.0,376,0
Bodycount,4,2011.0,6,34,0.07,0.03,0.0,0.01,0.11,53.0,61.0,4.7,73.0,1205,1
Avatar: The Last Airbender,16,2006.0,10,28,0.1,0.0,0.0,0.01,0.11,57.0,9.0,6.3,10.0,91,3
Death Jr.: Root of Evil,0,2008.0,1,21,0.1,0.0,0.0,0.01,0.11,71.0,14.0,8.1,14.0,179,2
Michael Phelps: Push the Limit,4,2011.0,0,11,0.09,0.01,0.0,0.01,0.11,48.0,10.0,3.5,6.0,281,0
Lost in Blue,3,2005.0,10,14,0.07,0.02,0.02,0.01,0.11,69.0,33.0,7.8,21.0,170,3
Batman: Return to Arkham,17,2016.0,8,19,0.05,0.05,0.0,0.01,0.11,77.0,6.0,8.2,43.0,866,2
Constantine,6,2005.0,8,113,0.05,0.04,0.0,0.01,0.11,58.0,29.0,7.4,24.0,919,1
Charlie and the Chocolate Factory,13,2005.0,10,63,0.08,0.02,0.0,0.0,0.11,39.0,20.0,0.5,8.0,761,0
Dynasty Tactics 2,6,2003.0,11,48,0.05,0.04,0.0,0.01,0.11,78.0,18.0,9.1,13.0,393,2
Real World Golf,6,2005.0,0,351,0.05,0.04,0.0,0.01,0.11,73.0,11.0,6.3,4.0,1212,0
Ty the Tasmanian Tiger 2: Bush Rescue,13,2004.0,1,7,0.08,0.02,0.0,0.0,0.11,69.0,29.0,8.8,4.0,213,0
Blazblue: Continuum Shift Extend,22,2011.0,9,148,0.03,0.05,0.02,0.02,0.11,83.0,28.0,7.5,97.0,496,2
Mushroom Men: Rise of the Fungi,3,2008.0,8,81,0.1,0.0,0.0,0.01,0.11,45.0,16.0,7.3,4.0,445,0
The Polar Express,19,2004.0,10,28,0.08,0.02,0.0,0.0,0.11,40.0,7.0,4.7,9.0,410,0
BMX XXX,13,2002.0,0,30,0.08,0.02,0.0,0.0,0.11,58.0,26.0,7.8,9.0,300,1
Frogger: Helmet Chaos,16,2005.0,1,14,0.1,0.0,0.0,0.01,0.11,66.0,18.0,6.4,5.0,170,0
Pimp My Ride,4,2006.0,2,4,0.1,0.0,0.0,0.01,0.11,38.0,14.0,3.8,29.0,453,2
RIGS: Mechanized Combat League,9,2016.0,8,3,0.03,0.05,0.01,0.02,0.11,79.0,42.0,7.9,76.0,467,2
Hellboy: The Science of Evil,4,2008.0,8,14,0.1,0.0,0.0,0.01,0.11,44.0,31.0,5.7,9.0,213,2
NBA Live 16,17,2015.0,0,7,0.09,0.01,0.0,0.01,0.11,60.0,17.0,5.6,62.0,18,0
Sonic Generations,14,2011.0,1,8,0.02,0.07,0.0,0.02,0.11,77.0,11.0,8.3,337.0,180,0
Astro Boy: The Video Game,0,2009.0,8,58,0.1,0.0,0.0,0.01,0.11,48.0,17.0,3.5,4.0,337,3
[Prototype 2],14,2012.0,8,4,0.07,0.03,0.0,0.01,0.11,76.0,12.0,6.4,389.0,311,1
Cabela's North American Adventures,4,2010.0,0,4,0.1,0.0,0.0,0.01,0.11,51.0,5.0,9,4.0,565,2
Rengoku: The Tower of Purgatory,16,2005.0,8,14,0.1,0.0,0.0,0.01,0.11,43.0,30.0,5.6,22.0,580,1
Bust-A-Move DS,3,2005.0,4,11,0.08,0.02,0.0,0.01,0.11,75.0,14.0,7,6.0,1216,0
God Eater 2: Rage Burst,9,2015.0,3,25,0.0,0.01,0.09,0.0,0.11,69.0,35.0,8,79.0,708,2
BlazBlue: Continuum Shift II,10,2011.0,9,148,0.05,0.01,0.04,0.01,0.11,64.0,14.0,6.1,19.0,496,2
Mega Man Zero 4,8,2005.0,1,12,0.08,0.03,0.0,0.0,0.11,77.0,17.0,9.1,21.0,597,0
NASCAR '14,5,2014.0,2,41,0.09,0.0,0.0,0.02,0.11,67.0,7.0,4.6,20.0,453,0
Where the Wild Things Are,5,2009.0,1,19,0.09,0.01,0.0,0.01,0.11,53.0,8.0,4.8,4.0,243,3
DJ Max Fever,16,2009.0,5,354,0.09,0.0,0.0,0.01,0.11,77.0,5.0,6.5,13.0,1218,2
Shrek: Forever After,4,2010.0,1,4,0.1,0.0,0.0,0.01,0.11,62.0,22.0,6.2,9.0,432,3
Dawn of Discovery,3,2009.0,7,5,0.07,0.03,0.0,0.01,0.11,82.0,11.0,7.3,7.0,614,0
Pro Evolution Soccer 2016,17,2015.0,0,14,0.04,0.06,0.0,0.01,0.11,85.0,14.0,6.2,144.0,69,0
Tiger Woods PGA Tour 06,19,2005.0,0,7,0.08,0.02,0.0,0.0,0.11,82.0,19.0,4.8,4.0,18,0
ArmA III,14,2013.0,6,355,0.0,0.1,0.0,0.01,0.11,74.0,38.0,7.4,866.0,1113,1
FIFA World Cup Germany 2006,16,2006.0,0,7,0.1,0.0,0.0,0.01,0.11,72.0,15.0,7.3,8.0,35,0
Reign of Fire,19,2002.0,6,176,0.08,0.02,0.0,0.0,0.11,54.0,9.0,5.9,7.0,675,2
MLB 14: The Show,22,2014.0,0,132,0.08,0.0,0.0,0.03,0.11,68.0,6.0,7,25.0,421,0
Rogue Warrior,4,2009.0,6,6,0.09,0.01,0.0,0.01,0.11,28.0,33.0,2.8,64.0,248,1
Mace Griffin: Bounty Hunter,13,2003.0,6,7,0.08,0.02,0.0,0.0,0.11,64.0,27.0,8.2,11.0,634,1
Martian Gothic: Unification,12,2001.0,10,2,0.06,0.04,0.0,0.01,0.11,64.0,4.0,6.1,16.0,1008,1
Fight Club,13,2004.0,9,23,0.08,0.02,0.0,0.0,0.11,37.0,29.0,4.7,13.0,224,1
Tom Clancy's Splinter Cell: Conviction,14,2010.0,8,5,0.0,0.08,0.0,0.02,0.11,83.0,20.0,5.2,672.0,52,1
FlatOut: Ultimate Carnage,4,2007.0,2,87,0.07,0.02,0.0,0.01,0.11,80.0,44.0,8.8,66.0,728,2
Digimon Digital Card Battle,12,1999.0,11,25,0.06,0.04,0.0,0.01,0.11,51.0,5.0,9,44.0,503,2
Dragon Ball Z: Battle of Z,22,2014.0,9,25,0.0,0.04,0.06,0.01,0.11,66.0,7.0,7.5,54.0,810,2
Aquapazza: Aquaplus Dream Match,5,2012.0,9,315,0.05,0.0,0.05,0.01,0.11,75.0,13.0,7.8,20.0,977,2
Lucha Libre AAA: Heroes del Ring,5,2010.0,9,14,0.1,0.0,0.0,0.01,0.11,54.0,6.0,7.1,10.0,1221,2
Dead to Rights II,13,2005.0,6,7,0.08,0.02,0.0,0.0,0.11,54.0,35.0,7.4,5.0,32,1
Pac-Man and the Ghostly Adventures 2,4,2014.0,10,25,0.05,0.04,0.0,0.01,0.11,60.0,7.0,6.5,10.0,558,3
Trauma Center: Under the Knife 2,3,2008.0,7,91,0.1,0.0,0.0,0.01,0.11,79.0,29.0,8.5,11.0,1223,2
