Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas NA,Vendas EU,Vendas JP,Outras vendas,Vendas globais,Pontuacao da critica,Contagem de criticas,Pontuacao dos usuarios,Contagem de usuarios,Desenvolvedora,Classificacao,Media de pontuacao
Devil May Cry 4,15,2008.0,9,13,0.01,0.02,0.0,0.01,0.04,78.0,21.0,8.5,353.0,49,2,43.25
Chibi Maruko-Chan DS: Maru-Chan no Machi,4,2009.0,5,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Gray Matter,5,2011.0,11,234,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Riding Stables: The Whitakers present Milton and Friends,11,2011.0,1,234,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Barnyard,1,2006.0,9,29,0.04,0.0,0.0,0.0,0.04,65.0,15.0,5.7,7.0,411,4,35.35
Paws & Claws: Regal Resort,4,2010.0,8,29,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Novastorm,13,1995.0,7,86,0.02,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,17,2012.0,4,131,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Test Drive: Ferrari Legends,6,2012.0,3,54,0.04,0.0,0.0,0.01,0.04,62.0,19.0,4.9,22.0,1490,1,33.45
Heroes of Might and Magic V,15,2006.0,12,6,0.0,0.03,0.0,0.01,0.04,77.0,41.0,7.9,349.0,1491,3,42.45
Dead Ball Zone,13,1998.0,1,14,0.02,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
NBA in the Zone 2000,12,2000.0,1,15,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Winning Post World 2010,6,2010.0,1,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
NBA In The Zone '99,12,1998.0,1,15,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,4,2010.0,9,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
World Series Baseball,24,1994.0,1,9,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Haunted Casino,24,1996.0,11,466,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Metal Gear Solid: Digital Graphic Novel,17,2006.0,6,15,0.02,0.0,0.02,0.0,0.04,78.0,22.0,7.2,21.0,46,2,42.6
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,23,2012.0,9,15,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Aeon Flux,7,2005.0,9,29,0.02,0.02,0.0,0.01,0.04,66.0,19.0,5.8,9.0,232,3,35.9
MLB 2K12 / NBA 2K12 Combo Pack,5,2012.0,1,3,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Age of Mythology: The Titans,15,2003.0,12,2,0.02,0.02,0.0,0.0,0.04,84.0,25.0,8.7,119.0,154,3,46.35
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
S.Y.K Renshouden Portable,17,2011.0,11,324,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Psycho-Pass: Mandatory Happiness,10,2016.0,11,132,0.03,0.0,0.0,0.01,0.04,72.0,26.0,8.3,19.0,1010,3,40.15
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Virtua Tennis 4,15,2011.0,1,9,0.0,0.03,0.0,0.01,0.04,66.0,5.0,7.3,43.0,181,1,36.65
Metal Max Returns,8,1995.0,4,342,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Shattered Union,14,2005.0,12,3,0.03,0.01,0.0,0.0,0.04,66.0,17.0,6.9,7.0,1492,3,36.45
GRID,15,0.0,3,35,0.0,0.03,0.0,0.01,0.04,87.0,25.0,7.9,463.0,295,1,47.45
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Hanaoni: Yume no Tsudzuki,17,2012.0,9,324,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Unchained Blades ,11,2011.0,4,243,0.0,0.0,0.04,0.0,0.04,65.0,8.0,7.8,16.0,884,3,36.4
Terraria,18,2014.0,9,12,0.0,0.04,0.0,0.0,0.04,84.0,5.0,7.7,29.0,532,3,45.85
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,11,2014.0,11,406,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Company of Heroes: Opposing Fronts,15,2007.0,12,29,0.01,0.03,0.0,0.01,0.04,87.0,36.0,8.6,235.0,587,2,47.8
Gal*Gun,5,2011.0,7,80,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Black & White,15,2001.0,12,8,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
NHL Hitz Pro,20,0.0,1,54,0.03,0.01,0.0,0.0,0.04,81.0,15.0,7.8,5.0,69,1,44.4
Ookami Kakushi,17,2009.0,9,15,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
 Haikyu!! Cross Team Match!,11,2016.0,11,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Gormiti: The Lords of Nature!,1,2010.0,11,15,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
North American Hunting Extravaganza 2,1,2010.0,1,54,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Zen-Nippon GT Senshuken,8,1995.0,3,57,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Monaco Grand Prix,12,1999.0,3,6,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Worms Armageddon,12,1999.0,12,53,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Rally Challenge 2000,12,1999.0,3,157,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Looney Tunes Duck Dodgers Starring: Daffy Duck,12,2000.0,2,53,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
PD Ultraman Battle Collection 64,12,1999.0,12,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Deadly Arts,12,1998.0,10,15,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Superman: Countdown to Apokolips,9,2003.0,2,11,0.03,0.01,0.0,0.0,0.04,47.0,5.0,5.7,6.0,827,1,26.35
Sengoku Musou 3 Z Special,17,2012.0,9,209,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Kikou Heidan J-Phoenix 2,7,2003.0,9,153,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Ben 10 Galactic Racing,23,2012.0,3,59,0.02,0.01,0.0,0.01,0.04,0.0,0.0,3.8,8.0,418,1,1.9
Dragon's Lair 3D: Return to the Lair,20,2002.0,2,29,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Harukanaru Toki no Naka de 5,17,2011.0,4,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Worms 4: Mayhem,14,2005.0,12,35,0.03,0.01,0.0,0.0,0.04,69.0,27.0,9.2,6.0,450,3,39.1
Winning Post 7 2012,17,2012.0,1,209,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Rise of Nations,15,2003.0,12,2,0.01,0.02,0.0,0.01,0.04,89.0,30.0,9.0,274.0,441,3,49.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Point Blank 2,13,1998.0,7,26,0.02,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Saru! Get You! Pipo Saru Senki,17,2009.0,4,4,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Men of War: Vietnam,15,2011.0,12,54,0.0,0.03,0.0,0.01,0.04,68.0,19.0,4.9,35.0,1493,3,36.45
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,17,2013.0,1,9,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Imperial Glory,15,2005.0,12,22,0.0,0.04,0.0,0.0,0.04,69.0,28.0,8.4,73.0,970,3,38.7
Imabikisou,6,2007.0,11,9,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Hakuouki: Reimeiroku Portable,17,2011.0,11,324,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,7,2008.0,7,9,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Antz Extreme Racing,7,2002.0,3,88,0.02,0.02,0.0,0.01,0.04,31.0,5.0,5.0,8.0,891,1,18.0
Motto TOEIC Test DS Training,4,2008.0,6,142,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Super Robot Gakuen,4,2009.0,11,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Atelier Iris 3: Grand Phantasm (JP Sales),7,2006.0,4,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Ape Escape,6,2010.0,2,4,0.0,0.03,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Jojo's Fashion Show: Design in a Dash!,4,2009.0,8,6,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
The Legend of Heroes: Trails in the Sky First Chapter,6,2012.0,4,252,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Go Diego Go!: Safari Rescue,7,2008.0,9,3,0.02,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0,0,0.0
System 3 presents Ferrari Challenge Trofeo Pirelli,4,2008.0,3,159,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Samurai Warriors 2: Empires,5,2007.0,9,49,0.03,0.0,0.01,0.0,0.04,53.0,29.0,8.5,13.0,189,3,30.75
Metal Slug XX,17,2009.0,7,333,0.03,0.0,0.0,0.0,0.04,67.0,22.0,6.1,9.0,776,3,36.55
Clannad,7,2006.0,11,467,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Patrician IV,15,2010.0,12,207,0.03,0.0,0.0,0.0,0.04,66.0,18.0,6.4,34.0,972,1,36.2
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,17,2009.0,10,215,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Fisherman's Challenge,7,2003.0,1,15,0.02,0.02,0.0,0.01,0.04,67.0,7.0,7.5,4.0,70,1,37.25
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Akko ni Omakase! Brain Shock,4,2006.0,6,95,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Resident Evil: Revelations,15,2013.0,9,13,0.0,0.04,0.0,0.0,0.04,77.0,12.0,7.0,342.0,49,2,42.0
King of Fighters: Maximum Impact Regulation A,7,2007.0,10,226,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Date A Live: Rine Utopia,6,2013.0,11,267,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Durarara!! 3way Standoff: Alley,17,2011.0,11,155,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Gummy Bears Mini Golf,1,2010.0,1,54,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
The Da Vinci Code,14,2006.0,9,3,0.03,0.01,0.0,0.0,0.04,52.0,34.0,2.8,5.0,106,3,27.4
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Famicom Mini: Clu Clu Land,9,2004.0,5,1,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Sacred Blaze,7,2009.0,12,387,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Painkiller: Hell & Damnation,6,2013.0,7,129,0.02,0.01,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,4,2007.0,6,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Pure Pinball,14,2004.0,6,167,0.03,0.01,0.0,0.0,0.04,68.0,11.0,8.5,6.0,1446,1,38.25
Thoroughbred Breeder II Plus,13,1995.0,8,232,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,17,2011.0,11,324,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Zac to Ombra: Maboroshi no Yuuenchi,4,2010.0,11,15,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Shadow of the Colossus,6,2011.0,9,4,0.0,0.0,0.04,0.0,0.04,0.0,0.0,8.4,72.0,67,3,4.2
Phantom Breaker,5,2011.0,10,358,0.02,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,1496,3,0.0
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,1,2010.0,10,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
BlazBlue: Chrono Phantasma Extend,6,2015.0,9,149,0.0,0.0,0.04,0.0,0.04,0.0,0.0,8.3,10.0,497,3,4.15
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Yuki Yuna is a Hero: Memory of the Forest,23,2015.0,9,243,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
99 no Namida,4,2008.0,11,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Cyber Troopers Virtual-On Marz,7,2003.0,10,9,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Ookami to Koushinryou: Boku to Horo no Ichinen,4,2008.0,11,431,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Clannad,17,2008.0,11,437,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Headhunter: Redemption,7,2004.0,9,9,0.02,0.01,0.0,0.0,0.04,62.0,29.0,6.7,7.0,727,2,34.35
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Time Travelers,11,2012.0,11,54,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
WSC Real 11: World Snooker Championship,5,2011.0,1,102,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Dead Rising,10,2016.0,9,13,0.02,0.0,0.01,0.01,0.04,78.0,6.0,6.6,30.0,49,2,42.3
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Grand Theft Auto: Vice City,15,2003.0,9,3,0.0,0.03,0.0,0.01,0.04,94.0,30.0,8.8,1520.0,4,2,51.4
Doraemon: Shin Nobita no Nihon Tanjou,11,2016.0,6,243,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Syndicate Wars,13,1997.0,12,8,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Sonic PC Collection,15,2009.0,6,9,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Surf's Up,6,2007.0,1,6,0.03,0.0,0.0,0.0,0.04,59.0,8.0,5.1,7.0,53,4,32.05
DuckTales: Remastered,5,2013.0,9,13,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Draglade (JP sales),4,2007.0,10,12,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Herc's Adventures,13,1997.0,9,18,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
SWAT: Target Liberty,17,2007.0,7,24,0.03,0.0,0.0,0.0,0.04,50.0,26.0,7.7,9.0,327,3,28.85
Twin Strike: Operation Thunder,1,2008.0,7,75,0.04,0.0,0.0,0.0,0.04,50.0,7.0,8.3,6.0,1497,4,29.15
CSI: Fatal Conspiracy,15,2010.0,11,6,0.0,0.03,0.0,0.01,0.04,47.0,5.0,5.5,6.0,847,2,26.25
Bomberman: Act Zero,5,2006.0,5,15,0.04,0.0,0.0,0.0,0.04,34.0,41.0,2.2,42.0,22,3,18.1
All Points Bulletin,15,2010.0,4,8,0.0,0.03,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Empire Earth III,15,2007.0,12,24,0.0,0.03,0.0,0.01,0.04,50.0,40.0,2.8,53.0,1007,3,26.4
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
The Sims 4: Spa Day,15,2015.0,8,8,0.0,0.04,0.0,0.0,0.04,0.0,0.0,7.6,26.0,90,3,3.8
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Game of Thrones (Telltale),6,2015.0,11,174,0.02,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Resident Evil: Operation Raccoon City,15,2012.0,9,13,0.0,0.03,0.0,0.01,0.04,48.0,8.0,3.8,188.0,332,2,25.9
Hyperdimension Neptunia Victory II,10,2015.0,4,343,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,23,2015.0,4,468,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Dreamfall: The Longest Journey,14,2006.0,11,88,0.03,0.01,0.0,0.0,0.04,73.0,42.0,8.8,24.0,1030,2,40.9
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,24,1995.0,6,469,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,17,2010.0,11,132,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,4,2005.0,6,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Zatch Bell! Mamodo Fury,20,2005.0,10,26,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
JASF: Jane's Advanced Strike Fighters,15,2011.0,8,42,0.02,0.01,0.0,0.0,0.04,48.0,4.0,3.1,14.0,1201,3,25.55
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
NHL Blades of Steel 2000,13,1999.0,1,15,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Corpse Party: Blood Covered - Repeated Fear,11,2015.0,11,358,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Berserk and the Band of the Hawk,10,2016.0,9,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,189,0,0.0
Just Sing! Vol. 2,4,2011.0,6,149,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Klonoa Heroes: Densetsu no Star Medal,9,2002.0,4,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Pajama Sam: You are What You Eat From Your Head to Your Feet,13,2001.0,11,53,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Metal Gear Solid V: The Definitive Experience,10,2016.0,9,15,0.01,0.02,0.01,0.0,0.04,0.0,0.0,7.8,11.0,46,2,3.9
Jewel Quest Mysteries 2: Trail of the Midnight Heart,4,2011.0,5,54,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Brothers In Arms DS,4,2007.0,7,6,0.03,0.0,0.0,0.0,0.04,72.0,27.0,8.0,25.0,537,3,40.0
Gal Gun: Double Peace,23,2015.0,9,149,0.0,0.02,0.01,0.01,0.04,0.0,0.0,8.1,10.0,1499,2,4.05
Warhammer: Dark Omen,13,1998.0,12,8,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Denki Blocks!,9,2001.0,5,116,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Mobile Suit Gundam: Mokuba no Kiseki,17,2012.0,9,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Off-Road Drive,15,2011.0,3,432,0.0,0.03,0.0,0.0,0.04,60.0,10.0,6.4,17.0,1500,0,33.2
A Ressha de Ikou DS,4,2009.0,8,240,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Harukanaru Toki no Naka de 4: Aizouban,17,2010.0,4,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Ballistic,13,1999.0,5,11,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Colin McRae Rally 3,14,2002.0,3,35,0.03,0.01,0.0,0.0,0.04,86.0,25.0,7.4,14.0,295,1,46.7
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Don Bradman Cricket 14,18,2015.0,1,332,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Sega Rally 2006,7,0.0,3,54,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
TMNT,4,2007.0,9,6,0.03,0.01,0.0,0.0,0.04,42.0,10.0,2.2,5.0,105,4,22.1
Gundam Battle Online,22,2001.0,9,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Shonen Jump's One Piece: Grand Adventure,20,2006.0,10,26,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
NatGeo Challenge! Wild Life,1,2010.0,6,196,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Holly Hobbie & Friends,4,2007.0,6,36,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Stolen,7,2005.0,9,318,0.02,0.01,0.0,0.0,0.04,51.0,16.0,7.4,16.0,1501,3,29.2
Glacier2,1,2009.0,3,75,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Gitaroo Man Lives!,17,2006.0,6,49,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Stoked: Big Air Edition,5,2009.0,1,26,0.02,0.02,0.0,0.0,0.04,72.0,21.0,7.7,16.0,958,3,39.85
Heathcliff! Frantic Foto,4,2010.0,6,216,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Memories Off 6: T-Wave,7,2008.0,11,358,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
LEGO Jurassic World,15,2015.0,9,20,0.0,0.04,0.0,0.0,0.04,72.0,8.0,7.1,31.0,183,4,39.55
Pro Race Driver,14,2003.0,3,35,0.03,0.01,0.0,0.0,0.04,80.0,17.0,7.5,4.0,295,3,43.75
Famicom Remix Best Choice,11,2015.0,9,1,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Ide Yosuke no Mahjong Kazoku,13,1995.0,6,259,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
R-Type Command (correct US sales),17,2007.0,12,71,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Quiz Mobile Gundam: Toi Senshi DX,17,2006.0,5,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
E.T. The Extra-Terrestrial: Interplanetary Mission,13,2001.0,2,6,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
