Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas NA,Vendas EU,Vendas JP,Outras vendas,Vendas globais,Pontuacao da critica,Contagem de criticas,Pontuacao dos usuarios,Contagem de usuarios,Desenvolvedora,Classificacao,Media de pontuacao
SD Gundam G Generation Zero,13,1999,12,26,0.0,0.0,0.51,0.04,0.55,0.0,0.0,0.0,0.0,0,0,0.0
Assassin's Creed: Unity,15,2014,9,6,0.18,0.33,0.0,0.04,0.55,70.0,10.0,3.0,1463.0,83,2,36.5
MX vs. ATV: Alive,5,2011,3,29,0.37,0.13,0.0,0.04,0.55,63.0,43.0,7.2,24.0,600,1,35.1
Super Robot Taisen F,24,1997,12,57,0.0,0.0,0.55,0.0,0.55,0.0,0.0,0.0,0.0,0,0,0.0
Shrek 2,14,2004,2,5,0.4,0.13,0.0,0.02,0.55,72.0,31.0,8.4,5.0,110,1,40.2
Purr Pals,4,2007,8,29,0.18,0.35,0.0,0.02,0.55,67.0,4.0,6.8,6.0,601,1,36.9
Assassin's Creed II,15,2010,9,6,0.01,0.45,0.0,0.09,0.55,86.0,22.0,6.9,1611.0,53,2,46.45
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,7,2002,1,9,0.0,0.0,0.55,0.0,0.55,0.0,0.0,0.0,0.0,0,0,0.0
Secret Agent Clank(US sales),17,2008,2,4,0.33,0.22,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0,0,0.0
SpongeBob SquarePants: SuperSponge,9,2001,9,29,0.39,0.15,0.0,0.01,0.55,0.0,0.0,0.0,0.0,0,0,0.0
Super Robot Taisen F Kanketsuhen,24,1998,12,57,0.0,0.0,0.55,0.0,0.55,0.0,0.0,0.0,0.0,0,0,0.0
Tak and the Power of Juju,9,2003,2,29,0.39,0.15,0.0,0.01,0.55,79.0,28.0,9.2,19.0,261,1,44.1
Madagascar: Escape 2 Africa,1,2008,9,5,0.31,0.18,0.0,0.05,0.55,0.0,0.0,0.0,0.0,0,0,0.0
Lips: Number One Hits,5,2009,6,2,0.15,0.34,0.0,0.06,0.55,70.0,22.0,7.6,7.0,479,3,38.8
Mortal Kombat 3,13,1995,10,4,0.29,0.2,0.02,0.04,0.55,0.0,0.0,0.0,0.0,0,0,0.0
Star Wars Battlefront (2015),15,2015,7,8,0.13,0.38,0.0,0.04,0.55,0.0,0.0,0.0,0.0,0,0,0.0
Turok: Evolution,14,2002,7,31,0.39,0.14,0.0,0.02,0.55,68.0,25.0,6.7,9.0,311,2,37.35
Grease,1,2010,6,12,0.26,0.24,0.0,0.05,0.55,0.0,0.0,0.0,0.0,0,0,0.0
Jak X: Combat Racing,7,2005,3,4,0.45,0.02,0.0,0.07,0.55,76.0,46.0,7.7,63.0,34,3,41.85
Donkey Kong Jungle Climber,4,2007,2,1,0.25,0.03,0.24,0.03,0.55,0.0,0.0,0.0,0.0,0,0,0.0
American Idol,7,2003,6,35,0.27,0.21,0.0,0.07,0.55,41.0,14.0,4.8,12.0,602,1,22.9
Top Gun: Fire at Will!,13,1996,6,97,0.3,0.21,0.0,0.04,0.55,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Red Dead Revolver,14,2004,7,3,0.4,0.12,0.0,0.02,0.55,74.0,61.0,8.5,26.0,40,2,41.25
CrossworDS,4,2008,5,42,0.5,0.0,0.0,0.04,0.55,67.0,19.0,6.8,6.0,603,1,36.9
Viva Pinata: Pocket Paradise,4,2008,8,29,0.26,0.23,0.0,0.06,0.55,82.0,34.0,7.1,15.0,44,1,44.55
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Sly Cooper: Thieves in Time,6,2013,2,17,0.35,0.12,0.0,0.08,0.54,75.0,69.0,8.3,343.0,526,4,41.65
Iron Man,7,2008,9,9,0.36,0.0,0.0,0.19,0.54,47.0,8.0,5.6,15.0,251,3,26.3
SingStar Summer Party,7,2008,6,4,0.0,0.06,0.0,0.48,0.54,0.0,0.0,0.0,0.0,0,0,0.0
Spec Ops: The Line,6,2012,7,3,0.19,0.23,0.04,0.08,0.54,77.0,27.0,8.0,350.0,605,2,42.5
The SpongeBob SquarePants Movie,14,2004,2,29,0.4,0.12,0.0,0.02,0.54,74.0,14.0,8.5,8.0,173,1,41.25
NHL 14,6,2013,1,8,0.28,0.17,0.0,0.09,0.54,80.0,22.0,6.0,79.0,23,4,43.0
F1 2013,6,2013,3,35,0.01,0.42,0.03,0.09,0.54,77.0,22.0,6.3,40.0,307,1,41.65
FIFA Soccer 07,14,2006,1,8,0.16,0.35,0.0,0.04,0.54,0.0,0.0,0.0,0.0,0,0,0.0
Gekikuukan Pro Yakyuu: At the End of the Century 1999,7,2000,1,10,0.0,0.0,0.54,0.0,0.54,0.0,0.0,0.0,0.0,0,0,0.0
Legends of WrestleMania,6,2009,10,29,0.3,0.16,0.0,0.07,0.54,70.0,43.0,6.5,19.0,157,3,38.25
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Tiger Woods PGA Tour 08,5,2007,1,8,0.49,0.02,0.0,0.04,0.54,80.0,45.0,7.8,26.0,389,1,43.9
Medarot 2: Kabuto / Kuwagata Version,3,1999,4,157,0.0,0.0,0.54,0.0,0.54,0.0,0.0,0.0,0.0,0,0,0.0
Dance Dance Revolution Ultramix,14,2003,8,15,0.42,0.11,0.0,0.02,0.54,82.0,24.0,8.8,10.0,171,1,45.4
Crash Tag Team Racing,7,2005,3,24,0.27,0.21,0.0,0.07,0.54,66.0,21.0,7.0,49.0,312,4,36.5
Front Mission 4,7,2003,12,16,0.14,0.11,0.25,0.04,0.54,75.0,39.0,8.6,22.0,47,3,41.8
The Fairly Odd Parents: Breakin' Da Rules,9,2003,2,29,0.39,0.14,0.0,0.01,0.54,0.0,0.0,0.0,0.0,0,0,0.0
Rayman Origins,23,2012,2,6,0.12,0.33,0.0,0.09,0.54,88.0,54.0,8.4,298.0,400,4,48.2
Ninokuni: Shikkoku no Madoushi,4,2010,4,38,0.0,0.0,0.54,0.0,0.54,0.0,0.0,0.0,0.0,0,0,0.0
F.E.A.R.,6,2007,7,24,0.18,0.26,0.0,0.1,0.54,72.0,31.0,7.4,64.0,352,2,39.7
Enslaved: Odyssey to the West,5,2010,9,26,0.3,0.19,0.0,0.05,0.54,82.0,72.0,7.8,295.0,258,3,44.9
SRS: Street Racing Syndicate,7,2004,3,26,0.26,0.21,0.0,0.07,0.54,0.0,0.0,0.0,0.0,0,0,0.0
Dragon Ball Z: Shin Budokai,17,2006,10,11,0.26,0.08,0.13,0.07,0.54,70.0,21.0,8.1,19.0,118,3,39.05
Tiger Woods PGA Tour 13,6,2012,1,8,0.24,0.21,0.0,0.08,0.54,75.0,14.0,5.7,9.0,23,1,40.35
Dynasty Warriors: Gundam 3,6,2010,9,49,0.11,0.04,0.36,0.02,0.54,58.0,18.0,7.5,20.0,606,3,32.75
Def Jam: Fight for NY,14,0,10,8,0.43,0.1,0.0,0.02,0.54,84.0,33.0,8.5,13.0,204,2,46.25
Action Force,16,1982,9,158,0.5,0.03,0.0,0.01,0.54,0.0,0.0,0.0,0.0,0,0,0.0
FIFA 99,12,1998,1,8,0.11,0.39,0.0,0.03,0.54,0.0,0.0,0.0,0.0,0,0,0.0
Gauntlet Legends,12,1999,9,40,0.43,0.1,0.0,0.01,0.54,0.0,0.0,0.0,0.0,0,0,0.0
Kidou Senshi Gundam: Extreme VS,6,2011,10,26,0.0,0.0,0.54,0.0,0.54,0.0,0.0,0.0,0.0,0,0,0.0
System 3 presents Ferrari Challenge Trofeo Pirelli,1,2008,3,159,0.07,0.4,0.0,0.07,0.54,0.0,0.0,0.0,0.0,0,0,0.0
Tony Hawk: Shred,1,2010,1,5,0.39,0.11,0.0,0.04,0.54,0.0,0.0,7.0,7.0,563,1,3.5
Tiger Woods PGA Tour 11,1,2010,1,8,0.23,0.25,0.0,0.06,0.54,84.0,29.0,8.3,23.0,19,1,46.15
NBA Live 10,6,2009,1,8,0.46,0.02,0.01,0.05,0.54,81.0,32.0,7.5,25.0,36,1,44.25
Metro 2033,5,2010,7,29,0.22,0.23,0.03,0.05,0.54,77.0,83.0,7.9,351.0,607,2,42.45
Bust A Groove,13,1998,6,4,0.09,0.06,0.35,0.04,0.54,0.0,0.0,0.0,0.0,0,0,0.0
Fire Emblem: Path of Radiance,20,2005,9,1,0.29,0.08,0.16,0.01,0.54,85.0,42.0,8.9,141.0,56,3,46.95
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,7,2002,4,25,0.0,0.0,0.54,0.0,0.54,0.0,0.0,0.0,0.0,0,0,0.0
Hotel Dusk: Room 215,4,2007,11,1,0.26,0.04,0.22,0.03,0.54,78.0,57.0,8.6,102.0,608,3,43.3
Final Fantasy Explorers,11,2014,4,16,0.16,0.07,0.28,0.02,0.54,69.0,57.0,7.0,87.0,590,4,38.0
Pachi-Slot Aruze Oukoku 2,13,1999,6,160,0.0,0.0,0.5,0.04,0.54,0.0,0.0,0.0,0.0,0,0,0.0
Bratz: Rock Angelz,9,2004,6,29,0.39,0.14,0.0,0.01,0.54,0.0,0.0,0.0,0.0,218,1,0.0
SSX Tricky,20,2001,1,8,0.42,0.11,0.0,0.01,0.54,87.0,20.0,8.6,18.0,256,1,47.8
Greg Hastings' Tournament Paintball,14,2004,7,5,0.46,0.06,0.0,0.02,0.54,74.0,11.0,9.2,42.0,609,3,41.6
World Soccer Winning Eleven 7 International (JP version),7,2004,1,15,0.0,0.0,0.54,0.0,0.54,0.0,0.0,0.0,0.0,0,0,0.0
ESPN NBA Basketball,7,2003,1,9,0.26,0.21,0.0,0.07,0.54,89.0,18.0,8.4,38.0,84,1,48.7
Dragon Ball Z: Ultimate Tenkaichi,5,2011,10,26,0.39,0.1,0.01,0.04,0.54,55.0,24.0,5.8,52.0,257,3,30.4
Sacred 2: Fallen Angel,5,2009,4,42,0.29,0.16,0.04,0.05,0.54,71.0,56.0,7.3,64.0,564,2,39.15
Two Worlds II,5,2011,4,54,0.4,0.07,0.03,0.03,0.54,67.0,50.0,6.6,140.0,512,2,36.8
Over the Hedge,7,2006,2,5,0.45,0.02,0.0,0.07,0.54,58.0,29.0,8.6,10.0,143,4,33.3
Mat Hoffman's Pro BMX,13,2001,1,5,0.3,0.2,0.0,0.04,0.54,80.0,15.0,8.6,16.0,250,1,44.3
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Let's Draw!,4,2008,6,6,0.24,0.23,0.0,0.06,0.54,0.0,0.0,0.0,0.0,0,0,0.0
NHL 14,5,2013,1,8,0.4,0.09,0.0,0.05,0.54,81.0,30.0,5.9,92.0,23,4,43.45
Popeye,16,1982,2,46,0.5,0.03,0.0,0.01,0.54,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
The Hobbit,7,2003,2,24,0.26,0.2,0.0,0.07,0.54,59.0,17.0,8.6,14.0,611,1,33.8
War of the Monsters,7,2003,10,4,0.26,0.2,0.0,0.07,0.54,80.0,41.0,8.9,68.0,293,3,44.45
Harry Potter and the Deathly Hallows - Part 1,1,2010,9,8,0.22,0.27,0.0,0.05,0.54,41.0,8.0,5.0,11.0,23,3,23.0
NBA Street Vol. 2,20,0,1,8,0.41,0.11,0.0,0.01,0.54,88.0,16.0,8.1,7.0,23,1,48.05
The Incredible Hulk: Ultimate Destruction,7,2005,9,24,0.26,0.2,0.0,0.07,0.54,83.0,41.0,8.7,38.0,312,3,45.85
Time Crisis: Razing Storm,6,2010,7,26,0.18,0.2,0.07,0.08,0.54,58.0,49.0,5.9,15.0,341,3,31.95
Summer Sports: Paradise Island,1,2008,1,6,0.48,0.01,0.0,0.04,0.53,46.0,7.0,4.6,7.0,612,1,25.3
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",24,1998,11,9,0.0,0.0,0.53,0.0,0.53,0.0,0.0,0.0,0.0,0,0,0.0
Time Crisis II,7,2001,7,26,0.26,0.2,0.0,0.07,0.53,81.0,21.0,7.9,20.0,33,3,44.45
Inazuma Eleven GO,11,2011,4,1,0.0,0.05,0.48,0.0,0.53,0.0,0.0,0.0,0.0,0,0,0.0
Clock Tower,13,1996,11,50,0.07,0.05,0.38,0.03,0.53,0.0,0.0,0.0,0.0,0,0,0.0
NCAA March Madness 06,7,2005,1,8,0.45,0.02,0.0,0.07,0.53,78.0,19.0,9.1,13.0,36,1,43.55
LEGO Dimensions,19,2015,9,20,0.3,0.18,0.0,0.05,0.53,62.0,5.0,6.5,29.0,51,4,34.25
Valkyria Chronicles II,17,2010,4,9,0.12,0.15,0.18,0.09,0.53,83.0,54.0,8.1,67.0,181,3,45.55
Jampack Volume 11,7,2004,6,4,0.26,0.2,0.0,0.07,0.53,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Tatsunoko vs. Capcom: Ultimate All-Stars,1,2010,10,13,0.3,0.15,0.03,0.05,0.53,85.0,62.0,8.8,85.0,613,3,46.9
Rune Factory: A Fantasy Harvest Moon,4,2006,4,71,0.35,0.01,0.14,0.03,0.53,78.0,26.0,8.1,52.0,581,1,43.05
Legacy of Kain: Defiance,7,2003,9,22,0.26,0.2,0.0,0.07,0.53,75.0,34.0,9.3,49.0,299,2,42.15
SpongeBob SquarePants: Game Boy Advance Video Volume 2,9,2004,6,0,0.38,0.14,0.0,0.01,0.53,0.0,0.0,0.0,0.0,0,0,0.0
NCAA March Madness 2005,7,2004,1,8,0.44,0.02,0.0,0.07,0.53,78.0,19.0,8.3,13.0,36,1,43.15
007 Racing,13,2000,3,8,0.3,0.2,0.0,0.03,0.53,51.0,16.0,4.6,14.0,454,3,27.8
Tactics Ogre: Let Us Cling Together,17,2010,4,16,0.15,0.07,0.27,0.05,0.53,87.0,49.0,8.8,102.0,47,3,47.9
Conflict: Vietnam,7,2004,7,114,0.26,0.2,0.0,0.07,0.53,58.0,24.0,8.1,21.0,263,2,33.05
Dragon's Crown,6,2013,4,132,0.25,0.07,0.17,0.05,0.53,82.0,62.0,8.3,288.0,568,3,45.15
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,14,2004,6,9,0.4,0.11,0.0,0.02,0.53,0.0,0.0,0.0,0.0,0,0,0.0
MLB SlugFest 20-04,7,2003,1,40,0.26,0.2,0.0,0.07,0.53,78.0,23.0,8.3,8.0,163,1,43.15
Gex 3: Deep Cover Gecko,13,1999,2,22,0.3,0.2,0.0,0.03,0.53,0.0,0.0,0.0,0.0,0,0,0.0
NASCAR 09,7,2008,3,8,0.26,0.2,0.0,0.07,0.53,0.0,0.0,7.9,8.0,58,1,3.95
Blitz: The League,14,2004,1,40,0.4,0.11,0.0,0.02,0.53,78.0,30.0,7.7,14.0,163,2,42.85
Manhunt 2,1,2007,9,3,0.25,0.23,0.0,0.06,0.53,62.0,38.0,7.1,46.0,107,2,34.55
Just Dance 2015,18,2014,6,6,0.35,0.13,0.0,0.05,0.53,70.0,17.0,7.5,20.0,13,4,38.75
Jampack Vol. 2,13,1996,6,4,0.3,0.2,0.0,0.03,0.53,0.0,0.0,0.0,0.0,0,0,0.0
The LEGO Movie Videogame,18,2014,9,20,0.35,0.13,0.0,0.05,0.53,69.0,18.0,6.9,49.0,183,4,37.95
Virtual Soccer,8,1993,1,69,0.0,0.0,0.53,0.0,0.53,0.0,0.0,0.0,0.0,0,0,0.0
Overwatch,15,2016,7,5,0.25,0.24,0.0,0.04,0.53,91.0,62.0,6.8,4052.0,42,3,48.9
Romance of the Three Kingdoms IV: Wall of Fire,8,1994,12,49,0.0,0.0,0.53,0.0,0.53,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Winning Post,8,1993,1,49,0.0,0.0,0.53,0.0,0.53,0.0,0.0,0.0,0.0,0,0,0.0
Peter Jackson's King Kong: The Official Game of the Movie,14,2005,9,6,0.34,0.17,0.0,0.02,0.53,82.0,43.0,8.5,11.0,196,3,45.25
Burnout Revenge,14,2005,3,8,0.32,0.19,0.0,0.01,0.53,89.0,65.0,8.4,66.0,140,4,48.7
Medal of Honor: European Assault,14,2005,7,8,0.32,0.19,0.0,0.02,0.53,72.0,42.0,7.0,15.0,37,3,39.5
Ty the Tasmanian Tiger 2: Bush Rescue,7,2004,2,8,0.26,0.2,0.0,0.07,0.53,71.0,24.0,8.2,22.0,214,1,39.6
The Lord of the Rings: The Fellowship of the Ring,14,2002,9,21,0.31,0.19,0.0,0.03,0.53,59.0,23.0,6.6,10.0,609,3,32.8
NBA 06,7,2005,1,4,0.26,0.2,0.0,0.07,0.53,63.0,26.0,6.3,27.0,614,1,34.65
Inazuma Eleven,4,2008,4,1,0.0,0.13,0.38,0.02,0.53,0.0,0.0,0.0,0.0,0,0,0.0
Excite Truck,1,2006,3,1,0.39,0.03,0.08,0.04,0.53,72.0,57.0,8.4,83.0,413,1,40.2
Phoenix Wright: Ace Attorney - Justice for All,4,2006,11,13,0.21,0.04,0.26,0.03,0.53,0.0,0.0,0.0,0.0,0,0,0.0
Spider-Man,12,2000,9,5,0.43,0.09,0.0,0.01,0.53,0.0,0.0,0.0,0.0,0,0,0.0
Magician's Quest: Mysterious Times,4,2008,4,15,0.04,0.01,0.48,0.0,0.53,69.0,13.0,7.6,9.0,70,4,38.3
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
X-Men Legends,20,2004,4,5,0.41,0.11,0.0,0.01,0.53,81.0,36.0,8.5,11.0,162,3,44.75
Mario & Sonic at the Rio 2016 Olympic Games,11,2016,9,1,0.05,0.21,0.25,0.02,0.53,0.0,0.0,0.0,0.0,0,0,0.0
G-Force,4,2009,9,33,0.26,0.21,0.0,0.05,0.53,0.0,0.0,9.0,5.0,615,4,4.5
Front Mission 2,13,1997,12,10,0.0,0.0,0.49,0.03,0.53,0.0,0.0,0.0,0.0,0,0,0.0
StarCraft II: Legacy of the Void,15,2015,12,5,0.19,0.29,0.0,0.04,0.53,88.0,62.0,8.3,833.0,42,3,48.15
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
ModNation Racers,17,2010,3,4,0.11,0.26,0.02,0.14,0.53,73.0,22.0,7.7,22.0,422,1,40.35
LEGO Dimensions,5,2015,9,20,0.26,0.23,0.0,0.04,0.53,0.0,0.0,6.1,18.0,0,0,3.05
WWE SmackDown vs. Raw 2010,4,2009,10,29,0.35,0.13,0.0,0.05,0.53,75.0,7.0,8.3,4.0,157,3,41.65
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Oni,7,2001,9,3,0.26,0.2,0.0,0.07,0.53,69.0,24.0,7.8,22.0,107,3,38.4
Tom Clancy's Ghost Recon Advanced Warfighter 2,17,2007,7,6,0.35,0.09,0.0,0.08,0.53,61.0,12.0,6.4,9.0,618,3,33.7
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,1,2008,9,29,0.49,0.0,0.0,0.04,0.53,47.0,5.0,5.4,10.0,403,1,26.2
Terminator Salvation,6,2009,7,20,0.13,0.28,0.01,0.1,0.53,43.0,41.0,3.9,70.0,619,3,23.45
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
The Lord of the Rings: The Two Towers,20,2002,9,8,0.41,0.11,0.0,0.01,0.53,82.0,13.0,8.7,23.0,66,3,45.35
Batman: Arkham City,15,2011,9,20,0.16,0.28,0.0,0.09,0.53,91.0,27.0,8.6,1847.0,55,3,49.8
Juiced,7,2005,3,29,0.26,0.2,0.0,0.07,0.53,68.0,36.0,7.7,24.0,549,3,37.85
The Warriors,7,2005,9,3,0.44,0.02,0.0,0.07,0.53,84.0,52.0,8.5,72.0,107,2,46.25
J-League Soccer: Prime Goal 2,8,1994,1,26,0.0,0.0,0.53,0.0,0.53,0.0,0.0,0.0,0.0,0,0,0.0
Star Fox Command,4,2006,7,1,0.38,0.01,0.1,0.04,0.53,76.0,56.0,7.3,56.0,620,4,41.65
Dragon Age: Inquisition,5,2014,4,8,0.36,0.12,0.0,0.05,0.53,0.0,0.0,5.1,235.0,117,2,2.55
Wayne Gretzky's 3D Hockey,12,1996,1,1,0.49,0.03,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0,0,0.0
NASCAR 2000,12,1999,3,8,0.49,0.03,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0,0,0.0
Pachi-Slot Aruze Oukoku 4,13,2000,6,160,0.0,0.0,0.49,0.03,0.53,0.0,0.0,0.0,0.0,0,0,0.0
Bulletstorm,6,2011,7,8,0.23,0.2,0.01,0.08,0.53,83.0,57.0,7.7,288.0,392,2,45.35
Return to Castle Wolfenstein: Operation Resurrection,7,2003,7,5,0.26,0.2,0.0,0.07,0.53,66.0,21.0,8.0,23.0,621,2,37.0
Mario Tennis: Power Tour,9,2005,1,1,0.24,0.09,0.19,0.01,0.52,81.0,21.0,8.0,25.0,227,1,44.5
Seaman,22,1999,8,9,0.0,0.0,0.52,0.0,0.52,82.0,24.0,8.4,16.0,622,3,45.2
The Grinch,13,1999,11,15,0.29,0.2,0.0,0.03,0.52,55.0,8.0,0.0,0.0,623,1,27.5
Tales of Symphonia,6,2013,4,26,0.21,0.12,0.13,0.07,0.52,0.0,0.0,7.2,6.0,146,3,3.6
Michael Jackson: The Experience,6,2011,6,6,0.25,0.19,0.0,0.08,0.52,66.0,11.0,8.4,16.0,53,4,37.2
Tales of Destiny,7,2006,4,26,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.0,0,0,0.0
Stuntman: Ignition,6,2007,3,29,0.17,0.26,0.0,0.1,0.52,76.0,18.0,6.2,12.0,252,3,41.1
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,4,2010,8,8,0.49,0.0,0.0,0.03,0.52,0.0,0.0,0.0,0.0,0,0,0.0
F.E.A.R. 2: Project Origin,5,2009,7,20,0.32,0.15,0.0,0.05,0.52,77.0,68.0,8.0,114.0,125,2,42.5
Mystery Dungeon: Shiren the Wanderer,4,2006,4,9,0.17,0.0,0.33,0.02,0.52,69.0,27.0,8.2,21.0,197,1,38.6
GT Pro Series,1,2006,3,6,0.46,0.01,0.02,0.04,0.52,41.0,15.0,4.0,21.0,359,1,22.5
Tiger Woods PGA Tour 11,5,2010,1,8,0.28,0.19,0.0,0.05,0.52,79.0,51.0,7.8,19.0,19,1,43.4
The Golden Compass,7,2007,9,9,0.13,0.0,0.0,0.39,0.52,46.0,10.0,5.2,6.0,111,4,25.6
Final Fantasy Chronicles,13,2001,4,55,0.29,0.2,0.0,0.03,0.52,89.0,15.0,9.1,37.0,92,3,49.05
F1 2009,17,2009,3,35,0.08,0.29,0.0,0.16,0.52,68.0,23.0,7.2,14.0,130,1,37.6
Syphon Filter 3,13,2001,7,4,0.29,0.2,0.0,0.03,0.52,73.0,19.0,8.5,36.0,437,2,40.75
Metal Gear Solid 2: Substance,7,2002,9,15,0.18,0.14,0.16,0.05,0.52,87.0,17.0,9.0,126.0,45,2,48.0
Tales of Symphonia: Dawn of the New World,1,2008,4,26,0.21,0.04,0.24,0.02,0.52,68.0,46.0,7.1,93.0,248,3,37.55
NBA Live 08,5,2007,1,8,0.47,0.0,0.0,0.04,0.52,73.0,37.0,5.3,19.0,36,1,39.15
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
We Love Katamari,7,2005,5,8,0.26,0.2,0.0,0.07,0.52,86.0,61.0,8.9,51.0,33,1,47.45
Sesame Street: Once Upon A Monster,5,2011,6,20,0.39,0.09,0.0,0.04,0.52,79.0,26.0,6.9,22.0,407,1,42.95
NCAA Football 2003,14,2002,1,8,0.39,0.11,0.0,0.02,0.52,90.0,14.0,8.2,15.0,19,1,49.1
We Cheer,1,2008,8,12,0.47,0.0,0.0,0.04,0.52,56.0,12.0,7.3,13.0,624,4,31.65
Madden NFL 07,6,2006,1,8,0.47,0.0,0.01,0.04,0.52,76.0,25.0,4.2,22.0,58,1,40.1
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
LEGO Jurassic World,19,2015,9,20,0.27,0.19,0.02,0.04,0.52,71.0,5.0,8.1,14.0,183,4,39.55
Mega Man 6,2,1993,2,13,0.28,0.07,0.16,0.01,0.52,0.0,0.0,0.0,0.0,0,0,0.0
NBA Live 09,6,2008,1,8,0.46,0.0,0.02,0.04,0.52,75.0,32.0,7.8,15.0,36,1,41.4
FIFA 12,17,2011,1,8,0.12,0.25,0.02,0.13,0.52,0.0,0.0,0.0,0.0,0,0,0.0
Mission: Impossible,13,1999,9,53,0.29,0.2,0.0,0.03,0.52,0.0,0.0,0.0,0.0,0,0,0.0
Rory McIlroy PGA Tour,10,2015,9,8,0.18,0.25,0.0,0.08,0.52,61.0,33.0,3.7,78.0,58,1,32.35
SingStar Dance,6,2010,6,4,0.09,0.31,0.0,0.11,0.52,65.0,21.0,3.9,8.0,224,3,34.45
Rival Schools: United By Fate,13,1998,10,13,0.12,0.08,0.28,0.03,0.52,0.0,0.0,0.0,0.0,0,0,0.0
Lords of the Fallen,10,2014,4,16,0.18,0.24,0.02,0.08,0.52,68.0,45.0,6.6,425.0,626,2,37.3
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
J-League Pro Soccer Club o Tsukurou! 3,7,2003,1,9,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.0,0,0,0.0
Tomb Raider: Legend,7,2006,9,22,0.25,0.19,0.02,0.06,0.52,82.0,43.0,7.1,96.0,299,3,44.55
Freedom Fighters,7,2003,7,8,0.25,0.2,0.0,0.07,0.52,81.0,26.0,8.4,57.0,127,3,44.7
Silent Hill: Origins,17,2007,9,15,0.22,0.15,0.04,0.1,0.52,78.0,40.0,7.8,107.0,628,2,42.9
Gun,14,2005,7,5,0.38,0.12,0.0,0.02,0.52,79.0,55.0,7.8,29.0,61,2,43.4
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Fight Night Round 3,17,2006,10,8,0.46,0.01,0.0,0.04,0.52,74.0,22.0,8.1,22.0,253,3,41.05
The Punisher,7,2005,9,29,0.25,0.2,0.0,0.07,0.52,68.0,44.0,8.2,56.0,120,2,38.1
Kirby and the Rainbow Curse,19,2015,2,1,0.22,0.13,0.12,0.04,0.52,73.0,72.0,8.0,227.0,35,1,40.5
Front Mission 3,13,1999,12,10,0.1,0.07,0.31,0.03,0.52,0.0,0.0,0.0,0.0,0,0,0.0
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,4,2006,6,1,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.0,0,0,0.0
SSX On Tour,7,2005,1,8,0.25,0.2,0.0,0.07,0.52,80.0,41.0,7.9,26.0,36,1,43.95
 Frozen: Olaf's Quest,4,2013,2,33,0.21,0.26,0.0,0.04,0.52,0.0,0.0,0.0,0.0,0,0,0.0
